## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/B2_gc_bias_coli.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/B2_gc_bias_coli_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_B2_result_coli_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/B2_gc_bias_coli.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/NC_000913.3.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 08 16:12:44 CET 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	27	7831	36635	28	0,927099	0,004844			
All Reads	ALL	28	10243	46546	28	0,900538	0,004174			
All Reads	ALL	29	12543	57495	28	0,908397	0,003788			
All Reads	ALL	30	14966	67844	29	0,898365	0,003449			
All Reads	ALL	31	17568	79094	29	0,892212	0,003172			
All Reads	ALL	32	20117	90099	29	0,887572	0,002957			
All Reads	ALL	33	23580	105999	29	0,890851	0,002736			
All Reads	ALL	34	27649	123654	29	0,88629	0,00252			
All Reads	ALL	35	31545	143320	29	0,900375	0,002378			
All Reads	ALL	36	35836	164667	29	0,910614	0,002244			
All Reads	ALL	37	39757	184332	29	0,918828	0,00214			
All Reads	ALL	38	45667	213280	29	0,925539	0,002004			
All Reads	ALL	39	53199	250053	29	0,931485	0,001863			
All Reads	ALL	40	62666	296307	29	0,937038	0,001721			
All Reads	ALL	41	72394	343255	29	0,93964	0,001604			
All Reads	ALL	42	85093	405642	29	0,944705	0,001483			
All Reads	ALL	43	99490	477772	29	0,951674	0,001377			
All Reads	ALL	44	116387	558121	29	0,950322	0,001272			
All Reads	ALL	45	136105	658549	29	0,958873	0,001182			
All Reads	ALL	46	157904	770654	29	0,967194	0,001102			
All Reads	ALL	47	181671	890789	29	0,971709	0,00103			
All Reads	ALL	48	208706	1026890	29	0,975071	0,000962			
All Reads	ALL	49	234616	1164226	29	0,983392	0,000911			
All Reads	ALL	50	257779	1292907	28	0,993955	0,000874			
All Reads	ALL	51	280055	1418406	28	1,003701	0,000843			
All Reads	ALL	52	292413	1483444	28	1,00536	0,000825			
All Reads	ALL	53	298623	1526110	28	1,012767	0,00082			
All Reads	ALL	54	292850	1509013	28	1,021162	0,000831			
All Reads	ALL	55	275721	1427081	28	1,025713	0,000859			
All Reads	ALL	56	250394	1300775	28	1,029498	0,000903			
All Reads	ALL	57	218855	1139180	28	1,031533	0,000966			
All Reads	ALL	58	186373	976993	28	1,038856	0,001051			
All Reads	ALL	59	152666	812807	28	1,055096	0,00117			
All Reads	ALL	60	120341	644534	27	1,0614	0,001322			
All Reads	ALL	61	91537	494547	27	1,070676	0,001522			
All Reads	ALL	62	66898	364223	27	1,07895	0,001788			
All Reads	ALL	63	47716	262332	28	1,089518	0,002127			
All Reads	ALL	64	32960	182697	27	1,098478	0,00257			
All Reads	ALL	65	22040	122259	28	1,0993	0,003144			
All Reads	ALL	66	14283	78583	27	1,090326	0,003889			
All Reads	ALL	67	8624	47458	28	1,090555	0,005006			
All Reads	ALL	68	5195	29035	27	1,107601	0,0065			
All Reads	ALL	69	3164	17534	28	1,098226	0,008294			
All Reads	ALL	70	1981	11193	25	1,119719	0,010584			
All Reads	ALL	71	1187	6346	28	1,059489	0,0133			
All Reads	ALL	72	707	3645	26	1,021704	0,016923			
All Reads	ALL	73	415	2229	26	1,06441	0,022545			
All Reads	ALL	74	171	957	27	1,10908	0,035851			
All Reads	ALL	75	64	363	22	1,124019	0,058996			
All Reads	ALL	76	44	269	27	1,211565	0,07387			
All Reads	ALL	77	61	387	31	1,257269	0,063911			
All Reads	ALL	78	61	376	32	1,221533	0,062996			
All Reads	ALL	79	42	307	31	1,448559	0,082674			
All Reads	ALL	80	9	54	33	1,189045	0,161809			
All Reads	ALL	81	0	0	0	0	0			
All Reads	ALL	82	0	0	0	0	0			
All Reads	ALL	83	0	0	0	0	0			
All Reads	ALL	84	0	0	0	0	0			
All Reads	ALL	85	0	0	0	0	0			
All Reads	ALL	86	0	0	0	0	0			
All Reads	ALL	87	0	0	0	0	0			
All Reads	ALL	88	0	0	0	0	0			
All Reads	ALL	89	0	0	0	0	0			
All Reads	ALL	90	0	0	0	0	0			
All Reads	ALL	91	0	0	0	0	0			
All Reads	ALL	92	0	0	0	0	0			
All Reads	ALL	93	0	0	0	0	0			
All Reads	ALL	94	0	0	0	0	0			
All Reads	ALL	95	0	0	0	0	0			
All Reads	ALL	96	0	0	0	0	0			
All Reads	ALL	97	0	0	0	0	0			
All Reads	ALL	98	0	0	0	0	0			
All Reads	ALL	99	0	0	0	0	0			
All Reads	ALL	100	0	0	0	0	0			


