## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/ctrl2_gc_bias_metagenome.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/ctrl2_gc_bias_metagenome_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_ctrl2_metagenome_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/ctrl2_gc_bias_metagenome.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/metagenome.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Apr 27 19:02:23 CEST 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	65	527593	3935263	30	0,949076	0,000478			
All Reads	ALL	66	575783	4330334	30	0,956949	0,00046			
All Reads	ALL	67	614146	4654882	30	0,964414	0,000447			
All Reads	ALL	68	634249	4849668	30	0,972923	0,000442			
All Reads	ALL	69	634200	4890665	30	0,981224	0,000444			
All Reads	ALL	70	617734	4808547	29	0,990464	0,000452			
All Reads	ALL	71	582209	4564208	29	0,9975	0,000467			
All Reads	ALL	72	529033	4186588	29	1,00694	0,000492			
All Reads	ALL	73	467484	3734735	29	1,016528	0,000526			
All Reads	ALL	74	396863	3195911	29	1,024661	0,000573			
All Reads	ALL	75	325426	2644221	29	1,033884	0,000636			
All Reads	ALL	76	258782	2125333	29	1,045007	0,000717			
All Reads	ALL	77	198358	1642115	29	1,053368	0,000822			
All Reads	ALL	78	146188	1219693	29	1,06161	0,000961			
All Reads	ALL	79	105011	877497	28	1,063254	0,001135			
All Reads	ALL	80	73676	616428	28	1,064591	0,001356			
All Reads	ALL	81	49418	413520	28	1,064726	0,001656			
All Reads	ALL	82	33292	279183	27	1,067027	0,002019			
All Reads	ALL	83	22130	186224	26	1,070731	0,002481			
All Reads	ALL	84	13340	110960	26	1,058369	0,003177			
All Reads	ALL	85	7582	62395	26	1,04711	0,004192			
All Reads	ALL	86	4134	33984	25	1,045997	0,005674			
All Reads	ALL	87	1878	15211	25	1,030596	0,008356			
All Reads	ALL	88	879	7083	24	1,025309	0,012183			
All Reads	ALL	89	326	2435	24	0,950403	0,01926			
All Reads	ALL	90	69	472	22	0,870401	0,040063			
All Reads	ALL	91	11	128	19	1,48062	0,13087			
All Reads	ALL	92	5	23	0	0,585308	0,122045			
All Reads	ALL	93	4	12	26	0,381722	0,110194			
All Reads	ALL	94	0	0	0	0	0			
All Reads	ALL	95	0	0	0	0	0			
All Reads	ALL	96	0	0	0	0	0			
All Reads	ALL	97	0	0	0	0	0			
All Reads	ALL	98	0	0	0	0	0			
All Reads	ALL	99	0	0	0	0	0			
All Reads	ALL	100	0	0	0	0	0			


