## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/N1_gc_bias_metagenome.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/N1_gc_bias_metagenome_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_N1_metagenome_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/N1_gc_bias_metagenome.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/metagenome.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Apr 27 19:14:29 CEST 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	57	353993	103265	23	0,656447	0,002043			
All Reads	ALL	58	338145	35789	27	0,23817	0,001259			
All Reads	ALL	59	329892	91736	31	0,625762	0,002066			
All Reads	ALL	60	333301	34362	28	0,231997	0,001252			
All Reads	ALL	61	351119	135474	32	0,868246	0,002359			
All Reads	ALL	62	384616	34812	28	0,203677	0,001092			
All Reads	ALL	63	427987	39547	28	0,207933	0,001046			
All Reads	ALL	64	475965	42570	28	0,201266	0,000975			
All Reads	ALL	65	527593	47260	28	0,201575	0,000927			
All Reads	ALL	66	575783	51046	28	0,199501	0,000883			
All Reads	ALL	67	614146	54386	28	0,199277	0,000855			
All Reads	ALL	68	634249	55461	28	0,196775	0,000836			
All Reads	ALL	69	634200	55641	28	0,197428	0,000837			
All Reads	ALL	70	617734	54094	28	0,197056	0,000847			
All Reads	ALL	71	582209	50663	28	0,195818	0,00087			
All Reads	ALL	72	529033	45916	28	0,195309	0,000911			
All Reads	ALL	73	467484	40258	28	0,193788	0,000966			
All Reads	ALL	74	396863	34041	28	0,19302	0,001046			
All Reads	ALL	75	325426	27896	27	0,192899	0,001155			
All Reads	ALL	76	258782	22362	28	0,194454	0,0013			
All Reads	ALL	77	198358	16968	27	0,192496	0,001478			
All Reads	ALL	78	146188	12633	27	0,194463	0,00173			
All Reads	ALL	79	105011	9000	27	0,192863	0,002033			
All Reads	ALL	80	73676	6109	26	0,186589	0,002387			
All Reads	ALL	81	49418	4157	26	0,189294	0,002936			
All Reads	ALL	82	33292	2721	25	0,18392	0,003526			
All Reads	ALL	83	22130	1865	25	0,189644	0,004391			
All Reads	ALL	84	13340	1079	25	0,182015	0,005541			
All Reads	ALL	85	7582	573	25	0,170064	0,007105			
All Reads	ALL	86	4134	317	23	0,172556	0,009692			
All Reads	ALL	87	1878	140	23	0,167754	0,014178			
All Reads	ALL	88	879	67	26	0,171525	0,020955			
All Reads	ALL	89	326	25	28	0,172569	0,034514			
All Reads	ALL	90	69	7	27	0,228292	0,086286			
All Reads	ALL	91	11	1	0	0,204573	0,204573			
All Reads	ALL	92	5	0	0	0	0			
All Reads	ALL	93	4	0	0	0	0			
All Reads	ALL	94	0	0	0	0	0			
All Reads	ALL	95	0	0	0	0	0			
All Reads	ALL	96	0	0	0	0	0			
All Reads	ALL	97	0	0	0	0	0			
All Reads	ALL	98	0	0	0	0	0			
All Reads	ALL	99	0	0	0	0	0			
All Reads	ALL	100	0	0	0	0	0			


