## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/D3_gc_bias_coli.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/D3_gc_bias_coli_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_D3_result_coli_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/D3_gc_bias_coli.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/NC_000913.3.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 08 16:20:05 CET 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	34	27649	213912	30	1,353091	0,002926			
All Reads	ALL	35	31545	240727	30	1,334644	0,00272			
All Reads	ALL	36	35836	267482	30	1,305408	0,002524			
All Reads	ALL	37	39757	288016	30	1,266993	0,002361			
All Reads	ALL	38	45667	325474	30	1,246479	0,002185			
All Reads	ALL	39	53199	374083	30	1,229803	0,002011			
All Reads	ALL	40	62666	429683	30	1,199188	0,001829			
All Reads	ALL	41	72394	487989	30	1,178905	0,001688			
All Reads	ALL	42	85093	561305	30	1,153656	0,00154			
All Reads	ALL	43	99490	644372	29	1,132735	0,001411			
All Reads	ALL	44	116387	738117	29	1,109154	0,001291			
All Reads	ALL	45	136105	843283	29	1,083604	0,00118			
All Reads	ALL	46	157904	958027	29	1,061099	0,001084			
All Reads	ALL	47	181671	1083714	29	1,043279	0,001002			
All Reads	ALL	48	208706	1219731	29	1,022116	0,000925			
All Reads	ALL	49	234616	1353549	29	1,008992	0,000867			
All Reads	ALL	50	257779	1458838	28	0,989762	0,000819			
All Reads	ALL	51	280055	1561593	28	0,975205	0,00078			
All Reads	ALL	52	292413	1605355	28	0,960164	0,000758			
All Reads	ALL	53	298623	1629433	27	0,954299	0,000748			
All Reads	ALL	54	292850	1578069	27	0,942436	0,00075			
All Reads	ALL	55	275721	1467445	26	0,930815	0,000768			
All Reads	ALL	56	250394	1305261	27	0,911685	0,000798			
All Reads	ALL	57	218855	1126397	27	0,900132	0,000848			
All Reads	ALL	58	186373	942465	27	0,88441	0,000911			
All Reads	ALL	59	152666	764259	27	0,875527	0,001001			
All Reads	ALL	60	120341	592969	27	0,861766	0,001119			
All Reads	ALL	61	91537	443751	28	0,84784	0,001273			
All Reads	ALL	62	66898	320704	27	0,838422	0,001481			
All Reads	ALL	63	47716	223622	29	0,819637	0,001733			
All Reads	ALL	64	32960	153124	29	0,812507	0,002076			
All Reads	ALL	65	22040	101273	29	0,803625	0,002525			
All Reads	ALL	66	14283	65159	29	0,797859	0,003126			
All Reads	ALL	67	8624	38434	29	0,779432	0,003976			
All Reads	ALL	68	5195	23244	29	0,782522	0,005133			
All Reads	ALL	69	3164	14194	29	0,784584	0,006585			
All Reads	ALL	70	1981	8783	29	0,775407	0,008274			
All Reads	ALL	71	1187	4755	29	0,700601	0,01016			
All Reads	ALL	72	707	2853	29	0,705754	0,013213			
All Reads	ALL	73	415	1649	29	0,694934	0,017113			
All Reads	ALL	74	171	610	29	0,623886	0,02526			
All Reads	ALL	75	64	236	30	0,644916	0,04198			
All Reads	ALL	76	44	186	30	0,739318	0,054209			
All Reads	ALL	77	61	255	30	0,731108	0,045784			
All Reads	ALL	78	61	209	32	0,599222	0,041449			
All Reads	ALL	79	42	132	27	0,549662	0,047842			
All Reads	ALL	80	9	29	26	0,563543	0,104647			
All Reads	ALL	81	0	0	0	0	0			
All Reads	ALL	82	0	0	0	0	0			
All Reads	ALL	83	0	0	0	0	0			
All Reads	ALL	84	0	0	0	0	0			
All Reads	ALL	85	0	0	0	0	0			
All Reads	ALL	86	0	0	0	0	0			
All Reads	ALL	87	0	0	0	0	0			
All Reads	ALL	88	0	0	0	0	0			
All Reads	ALL	89	0	0	0	0	0			
All Reads	ALL	90	0	0	0	0	0			
All Reads	ALL	91	0	0	0	0	0			
All Reads	ALL	92	0	0	0	0	0			
All Reads	ALL	93	0	0	0	0	0			
All Reads	ALL	94	0	0	0	0	0			
All Reads	ALL	95	0	0	0	0	0			
All Reads	ALL	96	0	0	0	0	0			
All Reads	ALL	97	0	0	0	0	0			
All Reads	ALL	98	0	0	0	0	0			
All Reads	ALL	99	0	0	0	0	0			
All Reads	ALL	100	0	0	0	0	0			


