## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/F2_gc_bias_coli.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/F2_gc_bias_coli_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_F2_result_coli_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/F2_gc_bias_coli.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/NC_000913.3.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 08 16:15:57 CET 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	28	10243	11346	25	0,45194	0,004243			
All Reads	ALL	29	12543	14042	25	0,456765	0,003855			
All Reads	ALL	30	14966	16870	25	0,459911	0,003541			
All Reads	ALL	31	17568	19628	25	0,455846	0,003254			
All Reads	ALL	32	20117	22843	25	0,463292	0,003065			
All Reads	ALL	33	23580	27028	25	0,467665	0,002845			
All Reads	ALL	34	27649	32042	25	0,47283	0,002641			
All Reads	ALL	35	31545	36807	26	0,476063	0,002481			
All Reads	ALL	36	35836	41089	26	0,467812	0,002308			
All Reads	ALL	37	39757	45355	26	0,465454	0,002186			
All Reads	ALL	38	45667	50405	26	0,450335	0,002006			
All Reads	ALL	39	53199	57846	26	0,443644	0,001845			
All Reads	ALL	40	62666	67249	26	0,437843	0,001688			
All Reads	ALL	41	72394	76446	26	0,430841	0,001558			
All Reads	ALL	42	85093	88827	26	0,425908	0,001429			
All Reads	ALL	43	99490	103380	26	0,423957	0,001319			
All Reads	ALL	44	116387	121919	26	0,427397	0,001224			
All Reads	ALL	45	136105	221830	27	0,664984	0,001412			
All Reads	ALL	46	157904	914385	28	2,362658	0,002471			
All Reads	ALL	47	181671	450963	25	1,012792	0,001508			
All Reads	ALL	48	208706	324981	26	0,635313	0,001114			
All Reads	ALL	49	234616	2994169	26	5,206952	0,003009			
All Reads	ALL	50	257779	244769	26	0,387413	0,000783			
All Reads	ALL	51	280055	266567	26	0,388354	0,000752			
All Reads	ALL	52	292413	298880	26	0,417028	0,000763			
All Reads	ALL	53	298623	384068	25	0,524747	0,000847			
All Reads	ALL	54	292850	687437	25	0,957751	0,001155			
All Reads	ALL	55	275721	2566807	26	3,798291	0,002371			
All Reads	ALL	56	250394	364390	27	0,593755	0,000984			
All Reads	ALL	57	218855	191091	26	0,356245	0,000815			
All Reads	ALL	58	186373	154508	26	0,338246	0,000861			
All Reads	ALL	59	152666	124959	26	0,333957	0,000945			
All Reads	ALL	60	120341	96599	27	0,327509	0,001054			
All Reads	ALL	61	91537	73263	26	0,326552	0,001206			
All Reads	ALL	62	66898	50796	26	0,3098	0,001375			
All Reads	ALL	63	47716	35113	27	0,30024	0,001602			
All Reads	ALL	64	32960	23832	27	0,295011	0,001911			
All Reads	ALL	65	22040	15720	27	0,291009	0,002321			
All Reads	ALL	66	14283	9905	27	0,282944	0,002843			
All Reads	ALL	67	8624	5892	27	0,278753	0,003632			
All Reads	ALL	68	5195	3497	28	0,274647	0,004644			
All Reads	ALL	69	3164	2014	27	0,25971	0,005787			
All Reads	ALL	70	1981	1085	27	0,223465	0,006784			
All Reads	ALL	71	1187	580	27	0,199362	0,008278			
All Reads	ALL	72	707	418	28	0,241225	0,011799			
All Reads	ALL	73	415	224	28	0,220224	0,014714			
All Reads	ALL	74	171	68	25	0,162247	0,019675			
All Reads	ALL	75	64	26	0	0,165752	0,032507			
All Reads	ALL	76	44	25	29	0,231821	0,046364			
All Reads	ALL	77	61	19	0	0,127083	0,029155			
All Reads	ALL	78	61	20	25	0,133772	0,029912			
All Reads	ALL	79	42	15	24	0,145716	0,037624			
All Reads	ALL	80	9	2	22	0,090668	0,064112			
All Reads	ALL	81	0	0	0	0	0			
All Reads	ALL	82	0	0	0	0	0			
All Reads	ALL	83	0	0	0	0	0			
All Reads	ALL	84	0	0	0	0	0			
All Reads	ALL	85	0	0	0	0	0			
All Reads	ALL	86	0	0	0	0	0			
All Reads	ALL	87	0	0	0	0	0			
All Reads	ALL	88	0	0	0	0	0			
All Reads	ALL	89	0	0	0	0	0			
All Reads	ALL	90	0	0	0	0	0			
All Reads	ALL	91	0	0	0	0	0			
All Reads	ALL	92	0	0	0	0	0			
All Reads	ALL	93	0	0	0	0	0			
All Reads	ALL	94	0	0	0	0	0			
All Reads	ALL	95	0	0	0	0	0			
All Reads	ALL	96	0	0	0	0	0			
All Reads	ALL	97	0	0	0	0	0			
All Reads	ALL	98	0	0	0	0	0			
All Reads	ALL	99	0	0	0	0	0			
All Reads	ALL	100	0	0	0	0	0			


