## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/N2_gc_bias_kc.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/N2_gc_bias_kc_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_N2_result_kocuria_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/N2_gc_bias_kocuria.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/Kocuria_rhizophila_ATCC_9341.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 08 16:02:35 CET 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	32	11	62	31	0,449467	0,057082			
All Reads	ALL	33	21	87	32	0,330369	0,035419			
All Reads	ALL	34	27	121	27	0,357372	0,032488			
All Reads	ALL	35	63	261	28	0,330369	0,020449			
All Reads	ALL	36	109	465	27	0,340193	0,015776			
All Reads	ALL	37	168	727	29	0,345083	0,012798			
All Reads	ALL	38	212	938	30	0,35283	0,01152			
All Reads	ALL	39	230	981	28	0,340126	0,010859			
All Reads	ALL	40	256	1208	28	0,376293	0,010827			
All Reads	ALL	41	348	1913	27	0,438364	0,010023			
All Reads	ALL	42	457	2591	29	0,452116	0,008882			
All Reads	ALL	43	530	3184	29	0,479067	0,00849			
All Reads	ALL	44	583	3590	29	0,491049	0,008196			
All Reads	ALL	45	647	4126	29	0,508539	0,007917			
All Reads	ALL	46	790	5289	29	0,533882	0,007341			
All Reads	ALL	47	996	7283	27	0,583109	0,006833			
All Reads	ALL	48	1254	10911	24	0,693851	0,006643			
All Reads	ALL	49	1711	19870	26	0,926077	0,00657			
All Reads	ALL	50	2182	23886	25	0,872947	0,005648			
All Reads	ALL	51	2944	30471	25	0,825369	0,004728			
All Reads	ALL	52	3939	40095	25	0,811714	0,004054			
All Reads	ALL	53	4874	50685	26	0,829264	0,003683			
All Reads	ALL	54	5808	64848	24	0,890367	0,003496			
All Reads	ALL	55	7226	83280	25	0,919056	0,003185			
All Reads	ALL	56	9018	108828	25	0,962342	0,002917			
All Reads	ALL	57	11923	152076	25	1,017125	0,002608			
All Reads	ALL	58	15278	197317	26	1,029905	0,002319			
All Reads	ALL	59	18839	254308	27	1,076468	0,002135			
All Reads	ALL	60	23375	320096	28	1,092013	0,00193			
All Reads	ALL	61	30986	431311	29	1,110003	0,00169			
All Reads	ALL	62	41394	585196	29	1,127361	0,001474			
All Reads	ALL	63	53743	759727	29	1,127288	0,001293			
All Reads	ALL	64	69641	983065	29	1,125683	0,001135			
All Reads	ALL	65	88787	1244040	29	1,117337	0,001002			
All Reads	ALL	66	109778	1527742	29	1,109772	0,000898			
All Reads	ALL	67	132277	1811471	29	1,092059	0,000811			
All Reads	ALL	68	153596	2082875	29	1,08139	0,000749			
All Reads	ALL	69	172472	2316526	29	1,071069	0,000704			
All Reads	ALL	70	187396	2455849	29	1,045058	0,000667			
All Reads	ALL	71	196310	2534081	29	1,029383	0,000647			
All Reads	ALL	72	198820	2519969	29	1,010728	0,000637			
All Reads	ALL	73	194426	2419551	29	0,992383	0,000638			
All Reads	ALL	74	181503	2211976	29	0,971842	0,000653			
All Reads	ALL	75	164240	1954469	29	0,948962	0,000679			
All Reads	ALL	76	144413	1676303	29	0,925647	0,000715			
All Reads	ALL	77	121484	1367671	28	0,897763	0,000768			
All Reads	ALL	78	97751	1066372	28	0,869935	0,000842			
All Reads	ALL	79	75238	800054	28	0,847971	0,000948			
All Reads	ALL	80	55930	574734	27	0,819447	0,001081			
All Reads	ALL	81	39429	395843	27	0,800583	0,001272			
All Reads	ALL	82	27989	275277	26	0,784299	0,001495			
All Reads	ALL	83	19484	189163	26	0,774207	0,00178			
All Reads	ALL	84	12074	115808	25	0,764868	0,002248			
All Reads	ALL	85	6953	66414	25	0,761704	0,002956			
All Reads	ALL	86	3852	36333	24	0,752167	0,003946			
All Reads	ALL	87	1787	15827	24	0,706274	0,005614			
All Reads	ALL	88	844	7775	23	0,73461	0,008331			
All Reads	ALL	89	308	2376	22	0,615169	0,01262			
All Reads	ALL	90	49	308	22	0,501249	0,028561			
All Reads	ALL	91	9	113	18	1,001233	0,094188			
All Reads	ALL	92	5	15	20	0,239233	0,06177			
All Reads	ALL	93	4	7	20	0,139552	0,052746			
All Reads	ALL	94	0	0	0	0	0			
All Reads	ALL	95	0	0	0	0	0			
All Reads	ALL	96	0	0	0	0	0			
All Reads	ALL	97	0	0	0	0	0			
All Reads	ALL	98	0	0	0	0	0			
All Reads	ALL	99	0	0	0	0	0			
All Reads	ALL	100	0	0	0	0	0			


