## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/B2_gc_bias_metagenome.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/B2_gc_bias_metagenome_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_B2_metagenome_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/B2_gc_bias_metagenome.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/metagenome.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Apr 27 19:18:42 CEST 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	32	83849	218630	28	0,349834	0,000748			
All Reads	ALL	33	101838	268083	28	0,353191	0,000682			
All Reads	ALL	34	119577	318458	29	0,357318	0,000633			
All Reads	ALL	35	138734	376305	29	0,363921	0,000593			
All Reads	ALL	36	159611	441220	29	0,370888	0,000558			
All Reads	ALL	37	181203	507485	29	0,375758	0,000527			
All Reads	ALL	38	205339	587773	29	0,384051	0,000501			
All Reads	ALL	39	232452	677441	29	0,391011	0,000475			
All Reads	ALL	40	262352	782484	29	0,400167	0,000452			
All Reads	ALL	41	289362	880000	29	0,40803	0,000435			
All Reads	ALL	42	317347	989664	29	0,418412	0,000421			
All Reads	ALL	43	342040	1102585	29	0,432499	0,000412			
All Reads	ALL	44	365406	1216772	29	0,44677	0,000405			
All Reads	ALL	45	387317	1337462	29	0,463303	0,000401			
All Reads	ALL	46	406405	1459854	29	0,481949	0,000399			
All Reads	ALL	47	422871	1590282	29	0,504564	0,0004			
All Reads	ALL	48	436752	1718242	29	0,527837	0,000403			
All Reads	ALL	49	445505	1834575	29	0,552501	0,000408			
All Reads	ALL	50	451658	1954033	29	0,58046	0,000415			
All Reads	ALL	51	456692	2068345	29	0,607645	0,000423			
All Reads	ALL	52	455090	2138814	29	0,63056	0,000431			
All Reads	ALL	53	447841	2191109	29	0,656433	0,000443			
All Reads	ALL	54	429853	2209357	29	0,689599	0,000464			
All Reads	ALL	55	405343	2207090	29	0,730546	0,000492			
All Reads	ALL	56	377543	2202456	29	0,782693	0,000527			
All Reads	ALL	57	353993	2239229	29	0,8487	0,000567			
All Reads	ALL	58	338145	2349955	29	0,93241	0,000608			
All Reads	ALL	59	329892	2525490	29	1,027127	0,000646			
All Reads	ALL	60	333301	2783764	29	1,120589	0,000672			
All Reads	ALL	61	351119	3182840	29	1,216217	0,000682			
All Reads	ALL	62	384616	3720667	29	1,297908	0,000673			
All Reads	ALL	63	427987	4322002	29	1,354892	0,000652			
All Reads	ALL	64	475965	4951563	30	1,395782	0,000627			
All Reads	ALL	65	527593	5613467	29	1,427521	0,000603			
All Reads	ALL	66	575783	6214970	29	1,448207	0,000581			
All Reads	ALL	67	614146	6691665	29	1,461884	0,000565			
All Reads	ALL	68	634249	6964937	29	1,473356	0,000558			
All Reads	ALL	69	634200	7040516	29	1,489459	0,000561			
All Reads	ALL	70	617734	6907856	29	1,500349	0,000571			
All Reads	ALL	71	582209	6542586	29	1,507721	0,000589			
All Reads	ALL	72	529033	5990325	29	1,519211	0,000621			
All Reads	ALL	73	467484	5340136	29	1,532625	0,000663			
All Reads	ALL	74	396863	4565304	29	1,543404	0,000722			
All Reads	ALL	75	325426	3766182	29	1,552743	0,0008			
All Reads	ALL	76	258782	3019953	29	1,565729	0,000901			
All Reads	ALL	77	198358	2325663	28	1,573068	0,001032			
All Reads	ALL	78	146188	1717164	28	1,575979	0,001203			
All Reads	ALL	79	105011	1237016	28	1,580487	0,001421			
All Reads	ALL	80	73676	862437	28	1,57055	0,001691			
All Reads	ALL	81	49418	576860	27	1,566158	0,002062			
All Reads	ALL	82	33292	390683	27	1,574472	0,002519			
All Reads	ALL	83	22130	263260	26	1,596077	0,003111			
All Reads	ALL	84	13340	157980	26	1,588901	0,003998			
All Reads	ALL	85	7582	90494	25	1,601351	0,005323			
All Reads	ALL	86	4134	50271	25	1,631539	0,007277			
All Reads	ALL	87	1878	22168	24	1,583731	0,010637			
All Reads	ALL	88	879	10778	24	1,645128	0,015846			
All Reads	ALL	89	326	3436	24	1,414119	0,024125			
All Reads	ALL	90	69	555	21	1,079181	0,045809			
All Reads	ALL	91	11	145	17	1,768584	0,146873			
All Reads	ALL	92	5	17	22	0,456173	0,110638			
All Reads	ALL	93	4	13	24	0,436047	0,120938			
All Reads	ALL	94	0	0	0	0	0			
All Reads	ALL	95	0	0	0	0	0			
All Reads	ALL	96	0	0	0	0	0			
All Reads	ALL	97	0	0	0	0	0			
All Reads	ALL	98	0	0	0	0	0			
All Reads	ALL	99	0	0	0	0	0			
All Reads	ALL	100	0	0	0	0	0			


