## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/N4_gc_bias_coli.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/N4_gc_bias_coli_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_N4_result_coli_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/N4_gc_bias_coli.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/NC_000913.3.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 08 16:03:21 CET 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	27	7831	51687	29	1,599936	0,007037			
All Reads	ALL	28	10243	67915	29	1,607226	0,006167			
All Reads	ALL	29	12543	81754	29	1,57996	0,005526			
All Reads	ALL	30	14966	94012	29	1,522706	0,004966			
All Reads	ALL	31	17568	110523	29	1,524996	0,004587			
All Reads	ALL	32	20117	126538	29	1,524741	0,004286			
All Reads	ALL	33	23580	144995	29	1,490554	0,003914			
All Reads	ALL	34	27649	168563	29	1,477819	0,003599			
All Reads	ALL	35	31545	189076	29	1,452929	0,003341			
All Reads	ALL	36	35836	208723	29	1,411852	0,00309			
All Reads	ALL	37	39757	223786	29	1,36445	0,002884			
All Reads	ALL	38	45667	254023	29	1,34837	0,002675			
All Reads	ALL	39	53199	287910	29	1,311873	0,002445			
All Reads	ALL	40	62666	332589	29	1,286514	0,002231			
All Reads	ALL	41	72394	374169	29	1,252863	0,002048			
All Reads	ALL	42	85093	427504	29	1,217825	0,001863			
All Reads	ALL	43	99490	485212	29	1,182199	0,001697			
All Reads	ALL	44	116387	557898	29	1,161954	0,001556			
All Reads	ALL	45	136105	630603	29	1,123105	0,001414			
All Reads	ALL	46	157904	710752	29	1,091097	0,001294			
All Reads	ALL	47	181671	796000	29	1,062101	0,00119			
All Reads	ALL	48	208706	890406	29	1,034169	0,001096			
All Reads	ALL	49	234616	982135	29	1,014734	0,001024			
All Reads	ALL	50	257779	1055135	29	0,992199	0,000966			
All Reads	ALL	51	280055	1119238	28	0,968763	0,000916			
All Reads	ALL	52	292413	1147487	28	0,951239	0,000888			
All Reads	ALL	53	298623	1148194	28	0,932031	0,00087			
All Reads	ALL	54	292850	1111592	27	0,920108	0,000873			
All Reads	ALL	55	275721	1025534	27	0,90161	0,00089			
All Reads	ALL	56	250394	907610	28	0,878646	0,000922			
All Reads	ALL	57	218855	776306	28	0,859835	0,000976			
All Reads	ALL	58	186373	647385	28	0,842012	0,001046			
All Reads	ALL	59	152666	518688	28	0,823573	0,001144			
All Reads	ALL	60	120341	400800	28	0,807333	0,001275			
All Reads	ALL	61	91537	300051	28	0,794579	0,001451			
All Reads	ALL	62	66898	215522	29	0,780939	0,001682			
All Reads	ALL	63	47716	150533	29	0,764727	0,001971			
All Reads	ALL	64	32960	102166	29	0,751377	0,002351			
All Reads	ALL	65	22040	67036	29	0,737284	0,002848			
All Reads	ALL	66	14283	43147	29	0,732267	0,003525			
All Reads	ALL	67	8624	25795	29	0,725045	0,004514			
All Reads	ALL	68	5195	15600	29	0,72791	0,005828			
All Reads	ALL	69	3164	9068	29	0,694726	0,007296			
All Reads	ALL	70	1981	5644	29	0,690623	0,009193			
All Reads	ALL	71	1187	2918	29	0,5959	0,011031			
All Reads	ALL	72	707	1703	29	0,583894	0,014149			
All Reads	ALL	73	415	957	30	0,558988	0,01807			
All Reads	ALL	74	171	308	29	0,436609	0,024878			
All Reads	ALL	75	64	119	26	0,450719	0,041317			
All Reads	ALL	76	44	71	37	0,391151	0,046421			
All Reads	ALL	77	61	137	32	0,544414	0,046512			
All Reads	ALL	78	61	92	38	0,365592	0,038116			
All Reads	ALL	79	42	58	28	0,334747	0,043954			
All Reads	ALL	80	9	7	24	0,188536	0,07126			
All Reads	ALL	81	0	0	0	0	0			
All Reads	ALL	82	0	0	0	0	0			
All Reads	ALL	83	0	0	0	0	0			
All Reads	ALL	84	0	0	0	0	0			
All Reads	ALL	85	0	0	0	0	0			
All Reads	ALL	86	0	0	0	0	0			
All Reads	ALL	87	0	0	0	0	0			
All Reads	ALL	88	0	0	0	0	0			
All Reads	ALL	89	0	0	0	0	0			
All Reads	ALL	90	0	0	0	0	0			
All Reads	ALL	91	0	0	0	0	0			
All Reads	ALL	92	0	0	0	0	0			
All Reads	ALL	93	0	0	0	0	0			
All Reads	ALL	94	0	0	0	0	0			
All Reads	ALL	95	0	0	0	0	0			
All Reads	ALL	96	0	0	0	0	0			
All Reads	ALL	97	0	0	0	0	0			
All Reads	ALL	98	0	0	0	0	0			
All Reads	ALL	99	0	0	0	0	0			
All Reads	ALL	100	0	0	0	0	0			


