## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/N6_gc_bias_metagenome.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/N6_gc_bias_metagenome_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_N6_metagenome_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/N6_gc_bias_metagenome.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/metagenome.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Apr 27 19:11:56 CEST 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	27	28292	42395	30	0,226498	0,0011			
All Reads	ALL	28	36690	55673	29	0,229356	0,000972			
All Reads	ALL	29	47001	71060	29	0,228524	0,000857			
All Reads	ALL	30	58328	88600	29	0,229599	0,000771			
All Reads	ALL	31	70344	108036	30	0,232143	0,000706			
All Reads	ALL	32	83849	131752	29	0,237505	0,000654			
All Reads	ALL	33	101838	163478	30	0,24264	0,0006			
All Reads	ALL	34	119577	198587	30	0,251025	0,000563			
All Reads	ALL	35	138734	237316	30	0,258558	0,000531			
All Reads	ALL	36	159611	280328	30	0,265471	0,000501			
All Reads	ALL	37	181203	328821	30	0,274289	0,000478			
All Reads	ALL	38	205339	384891	30	0,283322	0,000457			
All Reads	ALL	39	232452	448725	30	0,291784	0,000436			
All Reads	ALL	40	262352	518437	30	0,298693	0,000415			
All Reads	ALL	41	289362	586422	30	0,306325	0,0004			
All Reads	ALL	42	317347	661677	30	0,315156	0,000387			
All Reads	ALL	43	342040	735406	30	0,324986	0,000379			
All Reads	ALL	44	365406	810486	30	0,335261	0,000372			
All Reads	ALL	45	387317	888725	30	0,346828	0,000368			
All Reads	ALL	46	406405	966011	30	0,359283	0,000366			
All Reads	ALL	47	422871	1041827	30	0,372393	0,000365			
All Reads	ALL	48	436752	1112783	30	0,385114	0,000365			
All Reads	ALL	49	445505	1187136	30	0,402774	0,00037			
All Reads	ALL	50	451658	1256152	30	0,420384	0,000375			
All Reads	ALL	51	456692	1327229	30	0,439275	0,000381			
All Reads	ALL	52	455090	1386156	30	0,460393	0,000391			
All Reads	ALL	53	447841	1428377	30	0,482095	0,000403			
All Reads	ALL	54	429853	1450195	30	0,509941	0,000423			
All Reads	ALL	55	405343	1469733	30	0,548062	0,000452			
All Reads	ALL	56	377543	1497459	30	0,599518	0,00049			
All Reads	ALL	57	353993	1575955	30	0,672919	0,000536			
All Reads	ALL	58	338145	1711025	30	0,764834	0,000585			
All Reads	ALL	59	329892	1896525	30	0,868962	0,000631			
All Reads	ALL	60	333301	2166871	30	0,982676	0,000668			
All Reads	ALL	61	351119	2557747	30	1,101075	0,000688			
All Reads	ALL	62	384616	3081396	30	1,210972	0,00069			
All Reads	ALL	63	427987	3670025	30	1,296141	0,000677			
All Reads	ALL	64	475965	4307805	30	1,368028	0,000659			
All Reads	ALL	65	527593	4994101	30	1,430778	0,00064			
All Reads	ALL	66	575783	5643741	30	1,48157	0,000624			
All Reads	ALL	67	614146	6216536	30	1,529997	0,000614			
All Reads	ALL	68	634249	6630997	30	1,580276	0,000614			
All Reads	ALL	69	634200	6857921	30	1,634482	0,000624			
All Reads	ALL	70	617734	6869276	30	1,680828	0,000641			
All Reads	ALL	71	582209	6646355	30	1,725514	0,000669			
All Reads	ALL	72	529033	6225139	30	1,778607	0,000713			
All Reads	ALL	73	467484	5676743	30	1,835466	0,00077			
All Reads	ALL	74	396863	4957172	29	1,888023	0,000848			
All Reads	ALL	75	325426	4183408	29	1,943085	0,00095			
All Reads	ALL	76	258782	3431824	29	2,004494	0,001082			
All Reads	ALL	77	198358	2697654	29	2,055656	0,001252			
All Reads	ALL	78	146188	2032552	28	2,10157	0,001474			
All Reads	ALL	79	105011	1486142	28	2,139141	0,001755			
All Reads	ALL	80	73676	1046796	27	2,147582	0,002099			
All Reads	ALL	81	49418	705531	27	2,157967	0,002569			
All Reads	ALL	82	33292	480578	26	2,181915	0,003147			
All Reads	ALL	83	22130	323258	26	2,207912	0,003883			
All Reads	ALL	84	13340	194991	25	2,209391	0,005003			
All Reads	ALL	85	7582	111350	25	2,219833	0,006652			
All Reads	ALL	86	4134	61547	24	2,250351	0,009071			
All Reads	ALL	87	1878	26654	24	2,145263	0,01314			
All Reads	ALL	88	879	12625	23	2,170983	0,019321			
All Reads	ALL	89	326	3887	22	1,802232	0,028907			
All Reads	ALL	90	69	623	21	1,364749	0,054678			
All Reads	ALL	91	11	195	18	2,679512	0,191884			
All Reads	ALL	92	5	32	23	0,967373	0,171009			
All Reads	ALL	93	4	17	23	0,642396	0,155804			
All Reads	ALL	94	0	0	0	0	0			
All Reads	ALL	95	0	0	0	0	0			
All Reads	ALL	96	0	0	0	0	0			
All Reads	ALL	97	0	0	0	0	0			
All Reads	ALL	98	0	0	0	0	0			
All Reads	ALL	99	0	0	0	0	0			
All Reads	ALL	100	0	0	0	0	0			


