## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/F2_gc_bias_metagenome.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/F2_gc_bias_metagenome_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_F2_metagenome_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/F2_gc_bias_metagenome.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/metagenome.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Apr 27 19:21:50 CEST 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	27	28292	38650	24	0,374727	0,001906			
All Reads	ALL	28	36690	52667	24	0,39375	0,001716			
All Reads	ALL	29	47001	68811	24	0,401588	0,001531			
All Reads	ALL	30	58328	88702	25	0,417144	0,001401			
All Reads	ALL	31	70344	133657	25	0,521188	0,001426			
All Reads	ALL	32	83849	200644	25	0,656384	0,001465			
All Reads	ALL	33	101838	1332076	23	3,587968	0,003109			
All Reads	ALL	34	119577	234147	25	0,537119	0,00111			
All Reads	ALL	35	138734	266005	25	0,52594	0,00102			
All Reads	ALL	36	159611	743543	24	1,277829	0,001482			
All Reads	ALL	37	181203	525407	25	0,795353	0,001097			
All Reads	ALL	38	205339	1116735	27	1,491792	0,001412			
All Reads	ALL	39	232452	811888	27	0,958059	0,001063			
All Reads	ALL	40	262352	2509256	28	2,623554	0,001656			
All Reads	ALL	41	289362	3055006	25	2,89601	0,001657			
All Reads	ALL	42	317347	2976217	24	2,572525	0,001491			
All Reads	ALL	43	342040	7209498	20	5,781727	0,002153			
All Reads	ALL	44	365406	4200265	21	3,153047	0,001538			
All Reads	ALL	45	387317	6813355	22	4,825296	0,001849			
All Reads	ALL	46	406405	11178188	20	7,544698	0,002257			
All Reads	ALL	47	422871	2409340	22	1,562858	0,001007			
All Reads	ALL	48	436752	2263923	23	1,421858	0,000945			
All Reads	ALL	49	445505	3689262	25	2,271519	0,001183			
All Reads	ALL	50	451658	616929	27	0,374675	0,000477			
All Reads	ALL	51	456692	656824	27	0,394507	0,000487			
All Reads	ALL	52	455090	583106	27	0,351463	0,00046			
All Reads	ALL	53	447841	630129	27	0,385954	0,000486			
All Reads	ALL	54	429853	898279	26	0,573219	0,000605			
All Reads	ALL	55	405343	2750235	27	1,86113	0,001122			
All Reads	ALL	56	377543	532880	28	0,387162	0,00053			
All Reads	ALL	57	353993	348564	27	0,270095	0,000457			
All Reads	ALL	58	338145	313026	27	0,253926	0,000454			
All Reads	ALL	59	329892	312266	27	0,259646	0,000465			
All Reads	ALL	60	333301	622324	28	0,512164	0,000649			
All Reads	ALL	61	351119	329573	27	0,25747	0,000448			
All Reads	ALL	62	384616	282826	27	0,201707	0,000379			
All Reads	ALL	63	427987	644711	29	0,413203	0,000515			
All Reads	ALL	64	475965	325338	28	0,187495	0,000329			
All Reads	ALL	65	527593	337496	27	0,175468	0,000302			
All Reads	ALL	66	575783	361354	27	0,172149	0,000286			
All Reads	ALL	67	614146	377765	27	0,168725	0,000275			
All Reads	ALL	68	634249	384838	27	0,166436	0,000268			
All Reads	ALL	69	634200	379180	27	0,164002	0,000266			
All Reads	ALL	70	617734	361636	27	0,160583	0,000267			
All Reads	ALL	71	582209	334925	27	0,157797	0,000273			
All Reads	ALL	72	529033	300204	27	0,155655	0,000284			
All Reads	ALL	73	467484	261165	27	0,153242	0,0003			
All Reads	ALL	74	396863	217998	27	0,150675	0,000323			
All Reads	ALL	75	325426	175753	27	0,148143	0,000353			
All Reads	ALL	76	258782	137828	27	0,146094	0,000394			
All Reads	ALL	77	198358	104147	26	0,144021	0,000446			
All Reads	ALL	78	146188	75502	26	0,141669	0,000516			
All Reads	ALL	79	105011	52956	26	0,138328	0,000601			
All Reads	ALL	80	73676	36826	26	0,137106	0,000714			
All Reads	ALL	81	49418	23670	25	0,131384	0,000854			
All Reads	ALL	82	33292	15515	25	0,127833	0,001026			
All Reads	ALL	83	22130	10432	25	0,129305	0,001266			
All Reads	ALL	84	13340	6079	24	0,124999	0,001603			
All Reads	ALL	85	7582	3393	24	0,122752	0,002107			
All Reads	ALL	86	4134	1900	23	0,12607	0,002892			
All Reads	ALL	87	1878	755	23	0,110276	0,004013			
All Reads	ALL	88	879	376	23	0,117335	0,006051			
All Reads	ALL	89	326	114	23	0,095922	0,008984			
All Reads	ALL	90	69	22	22	0,087459	0,018646			
All Reads	ALL	91	11	8	19	0,199493	0,070531			
All Reads	ALL	92	5	0	0	0	0			
All Reads	ALL	93	4	2	19	0,137151	0,096981			
All Reads	ALL	94	0	0	0	0	0			
All Reads	ALL	95	0	0	0	0	0			
All Reads	ALL	96	0	0	0	0	0			
All Reads	ALL	97	0	0	0	0	0			
All Reads	ALL	98	0	0	0	0	0			
All Reads	ALL	99	0	0	0	0	0			
All Reads	ALL	100	0	0	0	0	0			


