## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/N4_gc_bias_subtilis.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/N4_gc_bias_subtilis_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_N4_result_subtilis_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/N4_gc_bias_subtilis.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/NC_000964.3.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 08 16:03:48 CET 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	38	155837	4077954	29	1,047952	0,000519			
All Reads	ALL	39	174604	4552440	29	1,044142	0,000489			
All Reads	ALL	40	193878	5039023	29	1,040848	0,000464			
All Reads	ALL	41	209876	5431159	29	1,036333	0,000445			
All Reads	ALL	42	224237	5754886	29	1,027777	0,000428			
All Reads	ALL	43	233118	5934814	29	1,019532	0,000419			
All Reads	ALL	44	238368	6035917	29	1,014063	0,000413			
All Reads	ALL	45	239060	6017954	29	1,008118	0,000411			
All Reads	ALL	46	234505	5855083	29	0,999886	0,000413			
All Reads	ALL	47	225221	5555311	29	0,9878	0,000419			
All Reads	ALL	48	209803	5116817	29	0,976692	0,000432			
All Reads	ALL	49	189718	4574593	29	0,965636	0,000451			
All Reads	ALL	50	169001	4032689	29	0,955598	0,000476			
All Reads	ALL	51	146983	3483789	29	0,949193	0,000509			
All Reads	ALL	52	126311	2959585	29	0,938338	0,000545			
All Reads	ALL	53	105383	2434664	29	0,925205	0,000593			
All Reads	ALL	54	84250	1915806	29	0,910649	0,000658			
All Reads	ALL	55	65472	1471490	29	0,90006	0,000742			
All Reads	ALL	56	49080	1094100	29	0,892734	0,000853			
All Reads	ALL	57	36190	796467	29	0,881351	0,000988			
All Reads	ALL	58	26321	576402	28	0,876986	0,001155			
All Reads	ALL	59	18173	393733	28	0,86765	0,001383			
All Reads	ALL	60	11966	254865	28	0,852964	0,00169			
All Reads	ALL	61	7628	158413	28	0,831667	0,00209			
All Reads	ALL	62	4915	99617	28	0,81167	0,002572			
All Reads	ALL	63	2703	54947	29	0,814081	0,003473			
All Reads	ALL	64	1575	32960	29	0,838062	0,004616			
All Reads	ALL	65	857	16859	30	0,787808	0,006067			
All Reads	ALL	66	435	8336	29	0,767429	0,008405			
All Reads	ALL	67	200	3869	29	0,774709	0,012455			
All Reads	ALL	68	100	1867	30	0,747677	0,017304			
All Reads	ALL	69	82	1564	31	0,763823	0,019314			
All Reads	ALL	70	65	1125	29	0,693121	0,020665			
All Reads	ALL	71	49	967	31	0,790315	0,025415			
All Reads	ALL	72	69	1600	30	0,928625	0,023216			
All Reads	ALL	73	18	284	27	0,631852	0,037494			
All Reads	ALL	74	5	86	28	0,688808	0,074276			
All Reads	ALL	75	0	0	0	0	0			
All Reads	ALL	76	0	0	0	0	0			
All Reads	ALL	77	0	0	0	0	0			
All Reads	ALL	78	0	0	0	0	0			
All Reads	ALL	79	0	0	0	0	0			
All Reads	ALL	80	0	0	0	0	0			
All Reads	ALL	81	0	0	0	0	0			
All Reads	ALL	82	0	0	0	0	0			
All Reads	ALL	83	0	0	0	0	0			
All Reads	ALL	84	0	0	0	0	0			
All Reads	ALL	85	0	0	0	0	0			
All Reads	ALL	86	0	0	0	0	0			
All Reads	ALL	87	0	0	0	0	0			
All Reads	ALL	88	0	0	0	0	0			
All Reads	ALL	89	0	0	0	0	0			
All Reads	ALL	90	0	0	0	0	0			
All Reads	ALL	91	0	0	0	0	0			
All Reads	ALL	92	0	0	0	0	0			
All Reads	ALL	93	0	0	0	0	0			
All Reads	ALL	94	0	0	0	0	0			
All Reads	ALL	95	0	0	0	0	0			
All Reads	ALL	96	0	0	0	0	0			
All Reads	ALL	97	0	0	0	0	0			
All Reads	ALL	98	0	0	0	0	0			
All Reads	ALL	99	0	0	0	0	0			
All Reads	ALL	100	0	0	0	0	0			


