## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/N4_gc_bias_metagenome.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/N4_gc_bias_metagenome_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_N4_metagenome_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/N4_gc_bias_metagenome.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/metagenome.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Apr 27 19:09:14 CEST 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	27	28292	585143	30	2,96335	0,003874			
All Reads	ALL	28	36690	749362	30	2,926365	0,003381			
All Reads	ALL	29	47001	967774	30	2,950199	0,002999			
All Reads	ALL	30	58328	1198941	30	2,945135	0,00269			
All Reads	ALL	31	70344	1460850	30	2,975521	0,002462			
All Reads	ALL	32	83849	1759012	30	3,005768	0,002266			
All Reads	ALL	33	101838	2153934	30	3,030449	0,002065			
All Reads	ALL	34	119577	2519321	30	3,018703	0,001902			
All Reads	ALL	35	138734	2925375	30	3,021226	0,001766			
All Reads	ALL	36	159611	3386411	30	3,039914	0,001652			
All Reads	ALL	37	181203	3854258	30	3,047614	0,001552			
All Reads	ALL	38	205339	4364675	30	3,045545	0,001458			
All Reads	ALL	39	232452	4877539	30	3,006436	0,001361			
All Reads	ALL	40	262352	5413492	30	2,956498	0,001271			
All Reads	ALL	41	289362	5851401	30	2,897363	0,001198			
All Reads	ALL	42	317347	6231317	30	2,81339	0,001127			
All Reads	ALL	43	342040	6471451	30	2,710874	0,001066			
All Reads	ALL	44	365406	6646131	30	2,60602	0,001011			
All Reads	ALL	45	387317	6702627	30	2,479494	0,000958			
All Reads	ALL	46	406405	6619393	30	2,333693	0,000907			
All Reads	ALL	47	422871	6404740	30	2,170092	0,000857			
All Reads	ALL	48	436752	6060160	30	1,988079	0,000808			
All Reads	ALL	49	445505	5603337	30	1,802099	0,000761			
All Reads	ALL	50	451658	5132558	30	1,628203	0,000719			
All Reads	ALL	51	456692	4643286	30	1,456755	0,000676			
All Reads	ALL	52	455090	4140205	30	1,303494	0,000641			
All Reads	ALL	53	447841	3610778	30	1,155211	0,000608			
All Reads	ALL	54	429853	3051097	30	1,016999	0,000582			
All Reads	ALL	55	405343	2518732	30	0,890315	0,000561			
All Reads	ALL	56	377543	2024485	30	0,768303	0,00054			
All Reads	ALL	57	353993	1597839	30	0,64673	0,000512			
All Reads	ALL	58	338145	1248208	30	0,528894	0,000473			
All Reads	ALL	59	329892	939911	30	0,408225	0,000421			
All Reads	ALL	60	333301	684515	30	0,29426	0,000356			
All Reads	ALL	61	351119	490034	30	0,199966	0,000286			
All Reads	ALL	62	384616	350844	30	0,130699	0,000221			
All Reads	ALL	63	427987	244392	30	0,081817	0,000165			
All Reads	ALL	64	475965	176735	30	0,053203	0,000127			
All Reads	ALL	65	527593	128053	30	0,034776	0,000097			
All Reads	ALL	66	575783	96906	30	0,024114	0,000077			
All Reads	ALL	67	614146	74935	30	0,017482	0,000064			
All Reads	ALL	68	634249	61912	30	0,013986	0,000056			
All Reads	ALL	69	634200	52834	29	0,011936	0,000052			
All Reads	ALL	70	617734	45849	30	0,010634	0,00005			
All Reads	ALL	71	582209	38622	29	0,009505	0,000048			
All Reads	ALL	72	529033	32885	29	0,008906	0,000049			
All Reads	ALL	73	467484	25784	29	0,007903	0,000049			
All Reads	ALL	74	396863	19655	29	0,007096	0,000051			
All Reads	ALL	75	325426	15132	29	0,006662	0,000054			
All Reads	ALL	76	258782	11108	29	0,00615	0,000058			
All Reads	ALL	77	198358	7885	29	0,005696	0,000064			
All Reads	ALL	78	146188	5211	28	0,005107	0,000071			
All Reads	ALL	79	105011	3571	29	0,004872	0,000082			
All Reads	ALL	80	73676	2365	28	0,004599	0,000095			
All Reads	ALL	81	49418	1500	27	0,004349	0,000112			
All Reads	ALL	82	33292	959	26	0,004127	0,000133			
All Reads	ALL	83	22130	611	26	0,003956	0,00016			
All Reads	ALL	84	13340	347	25	0,003727	0,0002			
All Reads	ALL	85	7582	209	25	0,00395	0,000273			
All Reads	ALL	86	4134	113	23	0,003916	0,000368			
All Reads	ALL	87	1878	42	24	0,003204	0,000494			
All Reads	ALL	88	879	20	27	0,00326	0,000729			
All Reads	ALL	89	326	4	24	0,001758	0,000879			
All Reads	ALL	90	69	2	0	0,004153	0,002937			
All Reads	ALL	91	11	1	17	0,013025	0,013025			
All Reads	ALL	92	5	0	0	0	0			
All Reads	ALL	93	4	0	0	0	0			
All Reads	ALL	94	0	0	0	0	0			
All Reads	ALL	95	0	0	0	0	0			
All Reads	ALL	96	0	0	0	0	0			
All Reads	ALL	97	0	0	0	0	0			
All Reads	ALL	98	0	0	0	0	0			
All Reads	ALL	99	0	0	0	0	0			
All Reads	ALL	100	0	0	0	0	0			


