## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/F2_gc_bias_kc.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/F2_gc_bias_kc_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_F2_result_kocuria_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/F2_gc_bias_kocuria.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/Kocuria_rhizophila_ATCC_9341.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 08 16:17:27 CET 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	58	15278	28614	21	1,981003	0,011711			
All Reads	ALL	59	18839	31857	23	1,788628	0,010021			
All Reads	ALL	60	23375	35524	25	1,607472	0,008529			
All Reads	ALL	61	30986	44434	26	1,516781	0,007196			
All Reads	ALL	62	41394	57048	26	1,457727	0,006103			
All Reads	ALL	63	53743	71747	26	1,412066	0,005272			
All Reads	ALL	64	69641	89313	26	1,356509	0,004539			
All Reads	ALL	65	88787	108299	27	1,290174	0,00392			
All Reads	ALL	66	109778	128789	27	1,240899	0,003458			
All Reads	ALL	67	132277	148153	27	1,184675	0,003078			
All Reads	ALL	68	153596	165565	27	1,140149	0,002802			
All Reads	ALL	69	172472	177489	27	1,088494	0,002584			
All Reads	ALL	70	187396	182355	27	1,029273	0,00241			
All Reads	ALL	71	196310	180634	27	0,973263	0,00229			
All Reads	ALL	72	198820	173504	27	0,923044	0,002216			
All Reads	ALL	73	194426	159794	27	0,869319	0,002175			
All Reads	ALL	74	181503	141715	27	0,825857	0,002194			
All Reads	ALL	75	164240	121406	26	0,78187	0,002244			
All Reads	ALL	76	144413	100353	26	0,735017	0,00232			
All Reads	ALL	77	121484	80174	26	0,698052	0,002465			
All Reads	ALL	78	97751	60836	26	0,658283	0,002669			
All Reads	ALL	79	75238	44300	26	0,622787	0,002959			
All Reads	ALL	80	55930	31709	26	0,599668	0,003368			
All Reads	ALL	81	39429	20912	25	0,560987	0,003879			
All Reads	ALL	82	27989	14084	25	0,532245	0,004485			
All Reads	ALL	83	19484	9731	25	0,528266	0,005355			
All Reads	ALL	84	12074	5762	24	0,504772	0,00665			
All Reads	ALL	85	6953	3249	24	0,494254	0,008671			
All Reads	ALL	86	3852	1824	23	0,500855	0,011727			
All Reads	ALL	87	1787	732	23	0,433271	0,016014			
All Reads	ALL	88	844	365	23	0,457429	0,023943			
All Reads	ALL	89	308	110	23	0,377759	0,036018			
All Reads	ALL	90	49	19	21	0,410139	0,094092			
All Reads	ALL	91	9	7	18	0,822676	0,310942			
All Reads	ALL	92	5	0	0	0	0			
All Reads	ALL	93	4	2	19	0,528863	0,373963			
All Reads	ALL	94	0	0	0	0	0			
All Reads	ALL	95	0	0	0	0	0			
All Reads	ALL	96	0	0	0	0	0			
All Reads	ALL	97	0	0	0	0	0			
All Reads	ALL	98	0	0	0	0	0			
All Reads	ALL	99	0	0	0	0	0			
All Reads	ALL	100	0	0	0	0	0			


