## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/C3_gc_bias_coli.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/C3_gc_bias_coli_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_C3_result_coli_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/C3_gc_bias_coli.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/NC_000913.3.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 08 16:17:32 CET 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	32	20117	187654	31	1,480166	0,003417			
All Reads	ALL	33	23580	214778	30	1,445313	0,003119			
All Reads	ALL	34	27649	248630	30	1,426888	0,002862			
All Reads	ALL	35	31545	277949	30	1,398139	0,002652			
All Reads	ALL	36	35836	309768	30	1,371617	0,002464			
All Reads	ALL	37	39757	334198	30	1,333847	0,002307			
All Reads	ALL	38	45667	377514	30	1,311736	0,002135			
All Reads	ALL	39	53199	431845	30	1,288072	0,00196			
All Reads	ALL	40	62666	494505	30	1,252145	0,001781			
All Reads	ALL	41	72394	558574	30	1,224317	0,001638			
All Reads	ALL	42	85093	640878	30	1,195081	0,001493			
All Reads	ALL	43	99490	735002	30	1,172263	0,001367			
All Reads	ALL	44	116387	836733	30	1,140771	0,001247			
All Reads	ALL	45	136105	953285	30	1,111385	0,001138			
All Reads	ALL	46	157904	1078045	30	1,083327	0,001043			
All Reads	ALL	47	181671	1214512	30	1,060796	0,000963			
All Reads	ALL	48	208706	1364652	30	1,037535	0,000888			
All Reads	ALL	49	234616	1504608	29	1,017611	0,00083			
All Reads	ALL	50	257779	1616175	29	0,994848	0,000783			
All Reads	ALL	51	280055	1720758	29	0,974972	0,000743			
All Reads	ALL	52	292413	1756730	29	0,953288	0,000719			
All Reads	ALL	53	298623	1771614	28	0,941373	0,000707			
All Reads	ALL	54	292850	1705113	28	0,923898	0,000708			
All Reads	ALL	55	275721	1576664	27	0,907372	0,000723			
All Reads	ALL	56	250394	1395346	28	0,884248	0,000749			
All Reads	ALL	57	218855	1202776	28	0,872056	0,000795			
All Reads	ALL	58	186373	1003193	28	0,854117	0,000853			
All Reads	ALL	59	152666	810969	28	0,842903	0,000936			
All Reads	ALL	60	120341	626199	28	0,825685	0,001043			
All Reads	ALL	61	91537	467187	28	0,80986	0,001185			
All Reads	ALL	62	66898	333455	28	0,790933	0,00137			
All Reads	ALL	63	47716	232628	29	0,773595	0,001604			
All Reads	ALL	64	32960	157523	30	0,758355	0,001911			
All Reads	ALL	65	22040	103952	30	0,748406	0,002321			
All Reads	ALL	66	14283	66387	29	0,73753	0,002862			
All Reads	ALL	67	8624	39584	30	0,728328	0,003661			
All Reads	ALL	68	5195	23151	30	0,707131	0,004647			
All Reads	ALL	69	3164	14012	30	0,702715	0,005936			
All Reads	ALL	70	1981	8411	29	0,673719	0,007346			
All Reads	ALL	71	1187	4785	30	0,639657	0,009247			
All Reads	ALL	72	707	2809	29	0,630446	0,011895			
All Reads	ALL	73	415	1542	29	0,589593	0,015014			
All Reads	ALL	74	171	569	29	0,527998	0,022135			
All Reads	ALL	75	64	196	31	0,48595	0,034711			
All Reads	ALL	76	44	146	30	0,526521	0,043575			
All Reads	ALL	77	61	203	33	0,528059	0,037062			
All Reads	ALL	78	61	201	33	0,522856	0,036879			
All Reads	ALL	79	42	112	30	0,42314	0,039983			
All Reads	ALL	80	9	16	0	0,282094	0,070523			
All Reads	ALL	81	0	0	0	0	0			
All Reads	ALL	82	0	0	0	0	0			
All Reads	ALL	83	0	0	0	0	0			
All Reads	ALL	84	0	0	0	0	0			
All Reads	ALL	85	0	0	0	0	0			
All Reads	ALL	86	0	0	0	0	0			
All Reads	ALL	87	0	0	0	0	0			
All Reads	ALL	88	0	0	0	0	0			
All Reads	ALL	89	0	0	0	0	0			
All Reads	ALL	90	0	0	0	0	0			
All Reads	ALL	91	0	0	0	0	0			
All Reads	ALL	92	0	0	0	0	0			
All Reads	ALL	93	0	0	0	0	0			
All Reads	ALL	94	0	0	0	0	0			
All Reads	ALL	95	0	0	0	0	0			
All Reads	ALL	96	0	0	0	0	0			
All Reads	ALL	97	0	0	0	0	0			
All Reads	ALL	98	0	0	0	0	0			
All Reads	ALL	99	0	0	0	0	0			
All Reads	ALL	100	0	0	0	0	0			


