## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/D3_gc_bias_PAE.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/D3_gc_bias_PAE_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_D3_result_PAE_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/D3_gc_bias_PAE.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/CP013113.1_PAER4.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 08 16:22:55 CET 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	47	14983	13168	16	2,479572	0,021608			
All Reads	ALL	48	16989	15379	15	2,553971	0,020595			
All Reads	ALL	49	19460	20462	15	2,966613	0,020739			
All Reads	ALL	50	22696	29157	14	3,624509	0,021226			
All Reads	ALL	51	26710	32406	14	3,423003	0,019015			
All Reads	ALL	52	32427	43811	14	3,811817	0,018211			
All Reads	ALL	53	38961	53336	14	3,8623	0,016724			
All Reads	ALL	54	46945	63601	14	3,822348	0,015156			
All Reads	ALL	55	56924	71143	14	3,526082	0,01322			
All Reads	ALL	56	69051	58574	16	2,393264	0,009889			
All Reads	ALL	57	87025	71565	15	2,32013	0,008673			
All Reads	ALL	58	110173	72265	16	1,850583	0,006884			
All Reads	ALL	59	140214	69926	19	1,407029	0,005321			
All Reads	ALL	60	177619	72590	21	1,153036	0,00428			
All Reads	ALL	61	220968	81766	23	1,043997	0,003651			
All Reads	ALL	62	271409	96473	23	1,002853	0,003229			
All Reads	ALL	63	323825	106828	25	0,930744	0,002848			
All Reads	ALL	64	371789	117960	25	0,895146	0,002606			
All Reads	ALL	65	415909	127761	25	0,866674	0,002425			
All Reads	ALL	66	451287	133968	25	0,837537	0,002288			
All Reads	ALL	67	473045	135588	26	0,808676	0,002196			
All Reads	ALL	68	475358	132239	26	0,784864	0,002158			
All Reads	ALL	69	458482	123413	26	0,759441	0,002162			
All Reads	ALL	70	428292	113231	26	0,745901	0,002217			
All Reads	ALL	71	384663	98299	26	0,720982	0,0023			
All Reads	ALL	72	329437	80920	27	0,693009	0,002436			
All Reads	ALL	73	272625	65463	27	0,677464	0,002648			
All Reads	ALL	74	215184	50515	27	0,662317	0,002947			
All Reads	ALL	75	161122	36076	27	0,631712	0,003326			
All Reads	ALL	76	114325	25064	28	0,618536	0,003907			
All Reads	ALL	77	76813	16499	27	0,606008	0,004718			
All Reads	ALL	78	48376	10029	28	0,584902	0,005841			
All Reads	ALL	79	29731	5893	28	0,55922	0,007285			
All Reads	ALL	80	17737	3499	27	0,55657	0,009409			
All Reads	ALL	81	9989	1984	27	0,560371	0,012581			
All Reads	ALL	82	5303	987	27	0,525111	0,016714			
All Reads	ALL	83	2646	499	26	0,532067	0,023819			
All Reads	ALL	84	1266	241	26	0,53708	0,034596			
All Reads	ALL	85	629	130	23	0,583107	0,051142			
All Reads	ALL	86	282	63	28	0,6303	0,07941			
All Reads	ALL	87	91	19	25	0,589071	0,135142			
All Reads	ALL	88	35	3	0	0,241829	0,13962			
All Reads	ALL	89	18	3	0	0,470224	0,271484			
All Reads	ALL	90	20	4	0	0,564268	0,282134			
All Reads	ALL	91	2	0	0	0	0			
All Reads	ALL	92	0	0	0	0	0			
All Reads	ALL	93	0	0	0	0	0			
All Reads	ALL	94	0	0	0	0	0			
All Reads	ALL	95	0	0	0	0	0			
All Reads	ALL	96	0	0	0	0	0			
All Reads	ALL	97	0	0	0	0	0			
All Reads	ALL	98	0	0	0	0	0			
All Reads	ALL	99	0	0	0	0	0			
All Reads	ALL	100	0	0	0	0	0			


