## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/N6_gc_bias_kc.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/N6_gc_bias_kc_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_N6_result_kocuria_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/N6_gc_bias_kocuria.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/Kocuria_rhizophila_ATCC_9341.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 08 16:07:26 CET 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	65	88787	1844905	30	1,07415	0,000791			
All Reads	ALL	66	109778	2275343	30	1,07145	0,00071			
All Reads	ALL	67	132277	2718868	30	1,062537	0,000644			
All Reads	ALL	68	153596	3148736	30	1,059734	0,000597			
All Reads	ALL	69	172472	3523365	30	1,056038	0,000563			
All Reads	ALL	70	187396	3774814	30	1,041299	0,000536			
All Reads	ALL	71	196310	3905960	30	1,028551	0,00052			
All Reads	ALL	72	198820	3908925	30	1,016337	0,000514			
All Reads	ALL	73	194426	3778940	30	1,004745	0,000517			
All Reads	ALL	74	181503	3474732	29	0,989641	0,000531			
All Reads	ALL	75	164240	3094713	29	0,974051	0,000554			
All Reads	ALL	76	144413	2667850	29	0,954983	0,000585			
All Reads	ALL	77	121484	2192329	29	0,932883	0,00063			
All Reads	ALL	78	97751	1720395	28	0,909803	0,000694			
All Reads	ALL	79	75238	1296498	28	0,890789	0,000782			
All Reads	ALL	80	55930	935240	27	0,864408	0,000894			
All Reads	ALL	81	39429	643893	27	0,844186	0,001052			
All Reads	ALL	82	27989	448902	26	0,829095	0,001237			
All Reads	ALL	83	19484	307426	26	0,815648	0,001471			
All Reads	ALL	84	12074	187665	25	0,803475	0,001855			
All Reads	ALL	85	6953	107736	25	0,800993	0,00244			
All Reads	ALL	86	3852	59893	24	0,803767	0,003284			
All Reads	ALL	87	1787	26049	24	0,753541	0,004669			
All Reads	ALL	88	844	12409	23	0,760037	0,006823			
All Reads	ALL	89	308	3795	22	0,636944	0,010339			
All Reads	ALL	90	49	534	21	0,563359	0,024379			
All Reads	ALL	91	9	190	18	1,091318	0,079173			
All Reads	ALL	92	5	32	23	0,330842	0,058485			
All Reads	ALL	93	4	17	23	0,2197	0,053285			
All Reads	ALL	94	0	0	0	0	0			
All Reads	ALL	95	0	0	0	0	0			
All Reads	ALL	96	0	0	0	0	0			
All Reads	ALL	97	0	0	0	0	0			
All Reads	ALL	98	0	0	0	0	0			
All Reads	ALL	99	0	0	0	0	0			
All Reads	ALL	100	0	0	0	0	0			


