## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/B2_gc_bias_kc.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/B2_gc_bias_kc_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_B2_result_kocuria_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/B2_gc_bias_kocuria.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/Kocuria_rhizophila_ATCC_9341.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 08 16:15:03 CET 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	34	27	158	29	0,393523	0,031307			
All Reads	ALL	35	63	330	29	0,35225	0,019391			
All Reads	ALL	36	109	635	27	0,391764	0,015547			
All Reads	ALL	37	168	1011	29	0,404687	0,012728			
All Reads	ALL	38	212	1262	29	0,400314	0,011269			
All Reads	ALL	39	230	1234	29	0,360798	0,010271			
All Reads	ALL	40	256	1535	28	0,403223	0,010292			
All Reads	ALL	41	348	2515	27	0,486	0,009691			
All Reads	ALL	42	457	3527	28	0,518999	0,008739			
All Reads	ALL	43	530	3936	29	0,499409	0,00796			
All Reads	ALL	44	583	4593	29	0,529792	0,007817			
All Reads	ALL	45	647	5203	28	0,540788	0,007497			
All Reads	ALL	46	790	6696	28	0,569988	0,006966			
All Reads	ALL	47	996	8960	27	0,604959	0,006391			
All Reads	ALL	48	1254	12712	25	0,681701	0,006046			
All Reads	ALL	49	1711	22767	26	0,894815	0,00593			
All Reads	ALL	50	2182	27683	25	0,85317	0,005128			
All Reads	ALL	51	2944	35553	25	0,812112	0,004307			
All Reads	ALL	52	3939	46474	25	0,793417	0,00368			
All Reads	ALL	53	4874	58126	26	0,801978	0,003326			
All Reads	ALL	54	5808	75386	24	0,872854	0,003179			
All Reads	ALL	55	7226	94562	25	0,880027	0,002862			
All Reads	ALL	56	9018	123850	25	0,923556	0,002624			
All Reads	ALL	57	11923	172908	25	0,97523	0,002345			
All Reads	ALL	58	15278	221898	26	0,976707	0,002073			
All Reads	ALL	59	18839	288510	27	1,029865	0,001917			
All Reads	ALL	60	23375	362204	28	1,042027	0,001731			
All Reads	ALL	61	30986	492162	28	1,06812	0,001523			
All Reads	ALL	62	41394	672087	29	1,091856	0,001332			
All Reads	ALL	63	53743	873190	29	1,092607	0,001169			
All Reads	ALL	64	69641	1127670	29	1,088916	0,001025			
All Reads	ALL	65	88787	1430464	29	1,08344	0,000906			
All Reads	ALL	66	109778	1761861	29	1,079279	0,000813			
All Reads	ALL	67	132277	2096058	29	1,065605	0,000736			
All Reads	ALL	68	153596	2414458	29	1,057102	0,00068			
All Reads	ALL	69	172472	2694871	29	1,050743	0,00064			
All Reads	ALL	70	187396	2885399	29	1,035435	0,00061			
All Reads	ALL	71	196310	2990605	29	1,024458	0,000592			
All Reads	ALL	72	198820	2995587	29	1,013209	0,000585			
All Reads	ALL	73	194426	2890482	29	0,999754	0,000588			
All Reads	ALL	74	181503	2659699	29	0,985431	0,000604			
All Reads	ALL	75	164240	2364276	29	0,968047	0,00063			
All Reads	ALL	76	144413	2042560	29	0,951143	0,000666			
All Reads	ALL	77	121484	1681004	28	0,930523	0,000718			
All Reads	ALL	78	97751	1318344	28	0,906953	0,00079			
All Reads	ALL	79	75238	997007	28	0,891124	0,000892			
All Reads	ALL	80	55930	721753	27	0,867803	0,001021			
All Reads	ALL	81	39429	497393	27	0,848323	0,001203			
All Reads	ALL	82	27989	349471	27	0,839655	0,00142			
All Reads	ALL	83	19484	242874	26	0,838263	0,001701			
All Reads	ALL	84	12074	148619	26	0,827752	0,002147			
All Reads	ALL	85	6953	85833	25	0,830155	0,002834			
All Reads	ALL	86	3852	48162	25	0,840806	0,003831			
All Reads	ALL	87	1787	21397	24	0,805204	0,005505			
All Reads	ALL	88	844	10525	24	0,838604	0,008174			
All Reads	ALL	89	308	3325	24	0,725969	0,01259			
All Reads	ALL	90	49	471	21	0,646401	0,029785			
All Reads	ALL	91	9	137	17	1,023659	0,087457			
All Reads	ALL	92	5	17	22	0,228642	0,055454			
All Reads	ALL	93	4	13	24	0,218555	0,060616			
All Reads	ALL	94	0	0	0	0	0			
All Reads	ALL	95	0	0	0	0	0			
All Reads	ALL	96	0	0	0	0	0			
All Reads	ALL	97	0	0	0	0	0			
All Reads	ALL	98	0	0	0	0	0			
All Reads	ALL	99	0	0	0	0	0			
All Reads	ALL	100	0	0	0	0	0			


