## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/N2_gc_bias_subtilis.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/N2_gc_bias_subtilis_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_N2_result_subtilis_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/N2_gc_bias_subtilis.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/NC_000964.3.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 08 16:01:08 CET 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	27	20290	35624	26	0,736169	0,0039			
All Reads	ALL	28	26239	45901	26	0,733486	0,003424			
All Reads	ALL	29	34142	59770	26	0,734026	0,003002			
All Reads	ALL	30	42965	76161	27	0,74325	0,002693			
All Reads	ALL	31	52238	95283	27	0,764796	0,002478			
All Reads	ALL	32	63055	117722	27	0,782808	0,002282			
All Reads	ALL	33	77300	147885	27	0,802161	0,002086			
All Reads	ALL	34	90557	179638	27	0,831751	0,001962			
All Reads	ALL	35	105249	213656	27	0,851166	0,001841			
All Reads	ALL	36	121174	253060	27	0,875651	0,001741			
All Reads	ALL	37	138318	295570	27	0,89598	0,001648			
All Reads	ALL	38	155837	344161	27	0,925994	0,001578			
All Reads	ALL	39	174604	393418	27	0,94475	0,001506			
All Reads	ALL	40	193878	445806	27	0,964127	0,001444			
All Reads	ALL	41	209876	488331	27	0,975592	0,001396			
All Reads	ALL	42	224237	527971	27	0,987233	0,001359			
All Reads	ALL	43	233118	558549	27	1,004621	0,001344			
All Reads	ALL	44	238368	581016	28	1,022014	0,001341			
All Reads	ALL	45	239060	591363	28	1,037204	0,001349			
All Reads	ALL	46	234505	590295	28	1,055441	0,001374			
All Reads	ALL	47	225221	574620	28	1,069766	0,001411			
All Reads	ALL	48	209803	537356	28	1,073909	0,001465			
All Reads	ALL	49	189718	490762	28	1,084624	0,001548			
All Reads	ALL	50	169001	443001	28	1,099088	0,001651			
All Reads	ALL	51	146983	389202	27	1,11026	0,00178			
All Reads	ALL	52	126311	336011	27	1,115396	0,001924			
All Reads	ALL	53	105383	280639	27	1,116592	0,002108			
All Reads	ALL	54	84250	225856	26	1,124032	0,002365			
All Reads	ALL	55	65472	176754	26	1,131959	0,002692			
All Reads	ALL	56	49080	133884	26	1,143776	0,003126			
All Reads	ALL	57	36190	100303	25	1,162097	0,003669			
All Reads	ALL	58	26321	74813	25	1,191768	0,004357			
All Reads	ALL	59	18173	51368	25	1,185176	0,005229			
All Reads	ALL	60	11966	34426	25	1,206298	0,006501			
All Reads	ALL	61	7628	23041	24	1,266507	0,008344			
All Reads	ALL	62	4915	15014	25	1,280825	0,010453			
All Reads	ALL	63	2703	8718	26	1,352346	0,014484			
All Reads	ALL	64	1575	5123	27	1,363831	0,019055			
All Reads	ALL	65	857	2792	28	1,366003	0,025852			
All Reads	ALL	66	435	1534	29	1,478608	0,037752			
All Reads	ALL	67	200	649	26	1,360604	0,053408			
All Reads	ALL	68	100	319	29	1,337542	0,074888			
All Reads	ALL	69	82	199	25	1,017551	0,072132			
All Reads	ALL	70	65	139	33	0,89664	0,076052			
All Reads	ALL	71	49	103	26	0,88137	0,086844			
All Reads	ALL	72	69	145	27	0,881122	0,073173			
All Reads	ALL	73	18	41	0	0,955055	0,149154			
All Reads	ALL	74	5	11	0	0,922443	0,278127			
All Reads	ALL	75	0	0	0	0	0			
All Reads	ALL	76	0	0	0	0	0			
All Reads	ALL	77	0	0	0	0	0			
All Reads	ALL	78	0	0	0	0	0			
All Reads	ALL	79	0	0	0	0	0			
All Reads	ALL	80	0	0	0	0	0			
All Reads	ALL	81	0	0	0	0	0			
All Reads	ALL	82	0	0	0	0	0			
All Reads	ALL	83	0	0	0	0	0			
All Reads	ALL	84	0	0	0	0	0			
All Reads	ALL	85	0	0	0	0	0			
All Reads	ALL	86	0	0	0	0	0			
All Reads	ALL	87	0	0	0	0	0			
All Reads	ALL	88	0	0	0	0	0			
All Reads	ALL	89	0	0	0	0	0			
All Reads	ALL	90	0	0	0	0	0			
All Reads	ALL	91	0	0	0	0	0			
All Reads	ALL	92	0	0	0	0	0			
All Reads	ALL	93	0	0	0	0	0			
All Reads	ALL	94	0	0	0	0	0			
All Reads	ALL	95	0	0	0	0	0			
All Reads	ALL	96	0	0	0	0	0			
All Reads	ALL	97	0	0	0	0	0			
All Reads	ALL	98	0	0	0	0	0			
All Reads	ALL	99	0	0	0	0	0			
All Reads	ALL	100	0	0	0	0	0			


