## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/D3_gc_bias_metagenome.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/D3_gc_bias_metagenome_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_D3_metagenome_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/D3_gc_bias_metagenome.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/metagenome.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Apr 27 19:25:40 CEST 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	41	289362	5582920	29	2,736589	0,001158			
All Reads	ALL	42	317347	5957401	29	2,662638	0,001091			
All Reads	ALL	43	342040	6204514	29	2,572886	0,001033			
All Reads	ALL	44	365406	6381471	29	2,47705	0,000981			
All Reads	ALL	45	387317	6455022	29	2,363855	0,00093			
All Reads	ALL	46	406405	6407785	29	2,236344	0,000883			
All Reads	ALL	47	422871	6256449	29	2,098503	0,000839			
All Reads	ALL	48	436752	5982844	29	1,942954	0,000794			
All Reads	ALL	49	445505	5604004	29	1,784167	0,000754			
All Reads	ALL	50	451658	5217360	29	1,638441	0,000717			
All Reads	ALL	51	456692	4802869	29	1,49165	0,000681			
All Reads	ALL	52	455090	4368069	29	1,361388	0,000651			
All Reads	ALL	53	447841	3903019	29	1,236137	0,000626			
All Reads	ALL	54	429853	3374429	29	1,113448	0,000606			
All Reads	ALL	55	405343	2857871	29	1,000022	0,000592			
All Reads	ALL	56	377543	2356419	29	0,88527	0,000577			
All Reads	ALL	57	353993	1907714	29	0,764378	0,000553			
All Reads	ALL	58	338145	1528235	29	0,641028	0,000519			
All Reads	ALL	59	329892	1187120	29	0,510402	0,000468			
All Reads	ALL	60	333301	897546	29	0,381953	0,000403			
All Reads	ALL	61	351119	673554	29	0,272087	0,000332			
All Reads	ALL	62	384616	512240	29	0,188902	0,000264			
All Reads	ALL	63	427987	386791	29	0,128184	0,000206			
All Reads	ALL	64	475965	307542	29	0,091647	0,000165			
All Reads	ALL	65	527593	252251	29	0,067815	0,000135			
All Reads	ALL	66	575783	216872	29	0,053424	0,000115			
All Reads	ALL	67	614146	190511	29	0,043999	0,000101			
All Reads	ALL	68	634249	171739	29	0,038406	0,000093			
All Reads	ALL	69	634200	155815	29	0,034848	0,000088			
All Reads	ALL	70	617734	140329	29	0,032221	0,000086			
All Reads	ALL	71	582209	122552	29	0,029856	0,000085			
All Reads	ALL	72	529033	104076	28	0,027903	0,000086			
All Reads	ALL	73	467484	85490	28	0,025938	0,000089			
All Reads	ALL	74	396863	67997	29	0,024302	0,000093			
All Reads	ALL	75	325426	51483	28	0,022439	0,000099			
All Reads	ALL	76	258782	38246	28	0,020962	0,000107			
All Reads	ALL	77	198358	27356	28	0,019561	0,000118			
All Reads	ALL	78	146188	18568	28	0,018015	0,000132			
All Reads	ALL	79	105011	12357	28	0,01669	0,00015			
All Reads	ALL	80	73676	8091	27	0,015576	0,000173			
All Reads	ALL	81	49418	5087	27	0,0146	0,000205			
All Reads	ALL	82	33292	3194	27	0,013608	0,000241			
All Reads	ALL	83	22130	2035	26	0,013043	0,000289			
All Reads	ALL	84	13340	1240	26	0,013184	0,000374			
All Reads	ALL	85	7582	655	25	0,012253	0,000479			
All Reads	ALL	86	4134	342	26	0,011734	0,000635			
All Reads	ALL	87	1878	145	25	0,010951	0,000909			
All Reads	ALL	88	879	76	25	0,012263	0,001407			
All Reads	ALL	89	326	25	20	0,010877	0,002175			
All Reads	ALL	90	69	7	24	0,014389	0,005439			
All Reads	ALL	91	11	3	15	0,038683	0,022334			
All Reads	ALL	92	5	0	0	0	0			
All Reads	ALL	93	4	0	0	0	0			
All Reads	ALL	94	0	0	0	0	0			
All Reads	ALL	95	0	0	0	0	0			
All Reads	ALL	96	0	0	0	0	0			
All Reads	ALL	97	0	0	0	0	0			
All Reads	ALL	98	0	0	0	0	0			
All Reads	ALL	99	0	0	0	0	0			
All Reads	ALL	100	0	0	0	0	0			


