## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/N6_gc_bias_subtilis.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/N6_gc_bias_subtilis_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_N6_result_subtilis_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/N6_gc_bias_subtilis.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/NC_000964.3.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 08 16:06:16 CET 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	36	121174	179506	28	0,85901	0,002027			
All Reads	ALL	37	138318	212474	28	0,89075	0,001932			
All Reads	ALL	38	155837	247494	28	0,920922	0,001851			
All Reads	ALL	39	174604	284749	28	0,945664	0,001772			
All Reads	ALL	40	193878	322454	29	0,964424	0,001698			
All Reads	ALL	41	209876	354688	29	0,979969	0,001645			
All Reads	ALL	42	224237	383956	29	0,992894	0,001602			
All Reads	ALL	43	233118	406691	29	1,01162	0,001586			
All Reads	ALL	44	238368	424126	29	1,031753	0,001584			
All Reads	ALL	45	239060	431000	29	1,04544	0,001592			
All Reads	ALL	46	234505	429355	29	1,061679	0,00162			
All Reads	ALL	47	225221	418406	29	1,077253	0,001665			
All Reads	ALL	48	209803	391562	29	1,082225	0,001729			
All Reads	ALL	49	189718	358448	29	1,095586	0,00183			
All Reads	ALL	50	169001	321814	29	1,104191	0,001946			
All Reads	ALL	51	146983	284416	28	1,122059	0,002104			
All Reads	ALL	52	126311	245808	28	1,128453	0,002276			
All Reads	ALL	53	105383	204982	27	1,127908	0,002491			
All Reads	ALL	54	84250	165921	26	1,141984	0,002804			
All Reads	ALL	55	65472	130094	26	1,152207	0,003194			
All Reads	ALL	56	49080	98975	25	1,169364	0,003717			
All Reads	ALL	57	36190	74326	24	1,190915	0,004368			
All Reads	ALL	58	26321	55638	24	1,225738	0,005197			
All Reads	ALL	59	18173	38492	24	1,22821	0,00626			
All Reads	ALL	60	11966	25659	24	1,243425	0,007762			
All Reads	ALL	61	7628	16711	23	1,270341	0,009827			
All Reads	ALL	62	4915	10969	24	1,294113	0,012356			
All Reads	ALL	63	2703	6218	24	1,333931	0,016916			
All Reads	ALL	64	1575	3692	26	1,359283	0,022371			
All Reads	ALL	65	857	2066	28	1,397907	0,030755			
All Reads	ALL	66	435	1066	29	1,421008	0,043523			
All Reads	ALL	67	200	487	30	1,411977	0,063983			
All Reads	ALL	68	100	246	30	1,426474	0,090949			
All Reads	ALL	69	82	157	34	1,110234	0,088606			
All Reads	ALL	70	65	126	28	1,124051	0,100138			
All Reads	ALL	71	49	116	27	1,372747	0,127456			
All Reads	ALL	72	69	137	32	1,151331	0,098365			
All Reads	ALL	73	18	36	27	1,159735	0,193289			
All Reads	ALL	74	5	6	0	0,695841	0,284076			
All Reads	ALL	75	0	0	0	0	0			
All Reads	ALL	76	0	0	0	0	0			
All Reads	ALL	77	0	0	0	0	0			
All Reads	ALL	78	0	0	0	0	0			
All Reads	ALL	79	0	0	0	0	0			
All Reads	ALL	80	0	0	0	0	0			
All Reads	ALL	81	0	0	0	0	0			
All Reads	ALL	82	0	0	0	0	0			
All Reads	ALL	83	0	0	0	0	0			
All Reads	ALL	84	0	0	0	0	0			
All Reads	ALL	85	0	0	0	0	0			
All Reads	ALL	86	0	0	0	0	0			
All Reads	ALL	87	0	0	0	0	0			
All Reads	ALL	88	0	0	0	0	0			
All Reads	ALL	89	0	0	0	0	0			
All Reads	ALL	90	0	0	0	0	0			
All Reads	ALL	91	0	0	0	0	0			
All Reads	ALL	92	0	0	0	0	0			
All Reads	ALL	93	0	0	0	0	0			
All Reads	ALL	94	0	0	0	0	0			
All Reads	ALL	95	0	0	0	0	0			
All Reads	ALL	96	0	0	0	0	0			
All Reads	ALL	97	0	0	0	0	0			
All Reads	ALL	98	0	0	0	0	0			
All Reads	ALL	99	0	0	0	0	0			
All Reads	ALL	100	0	0	0	0	0			


