## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/D3_gc_bias_subtilis.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/D3_gc_bias_subtilis_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_D3_result_subtilis_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/D3_gc_bias_subtilis.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/NC_000964.3.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 08 16:20:42 CET 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	39	174604	4272780	29	1,04446	0,000505			
All Reads	ALL	40	193878	4728802	29	1,041017	0,000479			
All Reads	ALL	41	209876	5091212	29	1,035366	0,000459			
All Reads	ALL	42	224237	5391654	29	1,026243	0,000442			
All Reads	ALL	43	233118	5556848	29	1,017391	0,000432			
All Reads	ALL	44	238368	5638573	29	1,009617	0,000425			
All Reads	ALL	45	239060	5605925	29	1,000865	0,000423			
All Reads	ALL	46	234505	5443226	29	0,990694	0,000425			
All Reads	ALL	47	225221	5165309	29	0,978865	0,000431			
All Reads	ALL	48	209803	4758033	29	0,967946	0,000444			
All Reads	ALL	49	189718	4246634	29	0,95537	0,000464			
All Reads	ALL	50	169001	3751743	29	0,9475	0,000489			
All Reads	ALL	51	146983	3238992	29	0,940542	0,000523			
All Reads	ALL	52	126311	2760419	29	0,932758	0,000561			
All Reads	ALL	53	105383	2280721	29	0,923713	0,000612			
All Reads	ALL	54	84250	1801200	29	0,912488	0,00068			
All Reads	ALL	55	65472	1394101	29	0,908812	0,00077			
All Reads	ALL	56	49080	1039718	28	0,904162	0,000887			
All Reads	ALL	57	36190	761181	28	0,897707	0,001029			
All Reads	ALL	58	26321	549769	28	0,891483	0,001202			
All Reads	ALL	59	18173	377507	28	0,886612	0,001443			
All Reads	ALL	60	11966	245711	27	0,876417	0,001768			
All Reads	ALL	61	7628	152562	28	0,853633	0,002185			
All Reads	ALL	62	4915	97799	27	0,849271	0,002716			
All Reads	ALL	63	2703	52537	28	0,829573	0,003619			
All Reads	ALL	64	1575	30539	29	0,827579	0,004736			
All Reads	ALL	65	857	15688	29	0,781308	0,006238			
All Reads	ALL	66	435	8138	29	0,798479	0,008851			
All Reads	ALL	67	200	3885	29	0,82908	0,013302			
All Reads	ALL	68	100	1832	28	0,781917	0,018268			
All Reads	ALL	69	82	1538	26	0,80053	0,020413			
All Reads	ALL	70	65	1056	28	0,693403	0,021338			
All Reads	ALL	71	49	793	26	0,690737	0,024529			
All Reads	ALL	72	69	1403	22	0,867848	0,023169			
All Reads	ALL	73	18	299	29	0,70898	0,041001			
All Reads	ALL	74	5	84	30	0,717042	0,078236			
All Reads	ALL	75	0	0	0	0	0			
All Reads	ALL	76	0	0	0	0	0			
All Reads	ALL	77	0	0	0	0	0			
All Reads	ALL	78	0	0	0	0	0			
All Reads	ALL	79	0	0	0	0	0			
All Reads	ALL	80	0	0	0	0	0			
All Reads	ALL	81	0	0	0	0	0			
All Reads	ALL	82	0	0	0	0	0			
All Reads	ALL	83	0	0	0	0	0			
All Reads	ALL	84	0	0	0	0	0			
All Reads	ALL	85	0	0	0	0	0			
All Reads	ALL	86	0	0	0	0	0			
All Reads	ALL	87	0	0	0	0	0			
All Reads	ALL	88	0	0	0	0	0			
All Reads	ALL	89	0	0	0	0	0			
All Reads	ALL	90	0	0	0	0	0			
All Reads	ALL	91	0	0	0	0	0			
All Reads	ALL	92	0	0	0	0	0			
All Reads	ALL	93	0	0	0	0	0			
All Reads	ALL	94	0	0	0	0	0			
All Reads	ALL	95	0	0	0	0	0			
All Reads	ALL	96	0	0	0	0	0			
All Reads	ALL	97	0	0	0	0	0			
All Reads	ALL	98	0	0	0	0	0			
All Reads	ALL	99	0	0	0	0	0			
All Reads	ALL	100	0	0	0	0	0			


