## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/C3_gc_bias_subtilis.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/C3_gc_bias_subtilis_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_C3_result_subtilis_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/C3_gc_bias_subtilis.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/NC_000964.3.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 08 16:18:13 CET 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	43	233118	4000530	30	1,027948	0,000514			
All Reads	ALL	44	238368	4061683	30	1,020675	0,000506			
All Reads	ALL	45	239060	4031069	30	1,010049	0,000503			
All Reads	ALL	46	234505	3907737	30	0,998165	0,000505			
All Reads	ALL	47	225221	3696588	30	0,983154	0,000511			
All Reads	ALL	48	209803	3391572	30	0,968319	0,000526			
All Reads	ALL	49	189718	3014683	30	0,951837	0,000548			
All Reads	ALL	50	169001	2656703	30	0,941636	0,000578			
All Reads	ALL	51	146983	2285764	30	0,931523	0,000616			
All Reads	ALL	52	126311	1941441	30	0,920688	0,000661			
All Reads	ALL	53	105383	1598868	29	0,908806	0,000719			
All Reads	ALL	54	84250	1257427	29	0,894009	0,000797			
All Reads	ALL	55	65472	972510	29	0,889749	0,000902			
All Reads	ALL	56	49080	725066	28	0,884916	0,001039			
All Reads	ALL	57	36190	527899	28	0,873759	0,001203			
All Reads	ALL	58	26321	379266	28	0,863119	0,001402			
All Reads	ALL	59	18173	263406	27	0,868217	0,001692			
All Reads	ALL	60	11966	169479	26	0,848391	0,002061			
All Reads	ALL	61	7628	105198	27	0,826088	0,002547			
All Reads	ALL	62	4915	66926	27	0,815644	0,003153			
All Reads	ALL	63	2703	36818	27	0,815912	0,004252			
All Reads	ALL	64	1575	20782	29	0,79038	0,005483			
All Reads	ALL	65	857	11316	30	0,790936	0,007435			
All Reads	ALL	66	435	5749	30	0,791648	0,010441			
All Reads	ALL	67	200	2693	30	0,806558	0,015542			
All Reads	ALL	68	100	1367	30	0,818838	0,022147			
All Reads	ALL	69	82	1141	28	0,833491	0,024675			
All Reads	ALL	70	65	702	30	0,646924	0,024417			
All Reads	ALL	71	49	575	31	0,702912	0,029313			
All Reads	ALL	72	69	920	24	0,798671	0,026331			
All Reads	ALL	73	18	175	31	0,582364	0,044023			
All Reads	ALL	74	5	55	36	0,658904	0,088847			
All Reads	ALL	75	0	0	0	0	0			
All Reads	ALL	76	0	0	0	0	0			
All Reads	ALL	77	0	0	0	0	0			
All Reads	ALL	78	0	0	0	0	0			
All Reads	ALL	79	0	0	0	0	0			
All Reads	ALL	80	0	0	0	0	0			
All Reads	ALL	81	0	0	0	0	0			
All Reads	ALL	82	0	0	0	0	0			
All Reads	ALL	83	0	0	0	0	0			
All Reads	ALL	84	0	0	0	0	0			
All Reads	ALL	85	0	0	0	0	0			
All Reads	ALL	86	0	0	0	0	0			
All Reads	ALL	87	0	0	0	0	0			
All Reads	ALL	88	0	0	0	0	0			
All Reads	ALL	89	0	0	0	0	0			
All Reads	ALL	90	0	0	0	0	0			
All Reads	ALL	91	0	0	0	0	0			
All Reads	ALL	92	0	0	0	0	0			
All Reads	ALL	93	0	0	0	0	0			
All Reads	ALL	94	0	0	0	0	0			
All Reads	ALL	95	0	0	0	0	0			
All Reads	ALL	96	0	0	0	0	0			
All Reads	ALL	97	0	0	0	0	0			
All Reads	ALL	98	0	0	0	0	0			
All Reads	ALL	99	0	0	0	0	0			
All Reads	ALL	100	0	0	0	0	0			


