## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/home/modesto/data/freeDNA/gc/ctrl_gc_bias_kc.pdf SUMMARY_OUTPUT=/home/modesto/data/freeDNA/gc/ctrl_gc_bias_kc_summary_metrics.txt INPUT=/home/modesto/data/freeDNA/bowtie2/mapping_ctrl_result_kocuria_sorted.bam OUTPUT=/home/modesto/data/freeDNA/gc/ctrl_gc_bias_kocuria.txt REFERENCE_SEQUENCE=/home/modesto/data/freeDNA/refs/Kocuria_rhizophila_ATCC_9341.fasta    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 08 15:56:32 CET 2022

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	70	187396	1495373	30	1,018826	0,000833			
All Reads	ALL	71	196310	1545897	30	1,005423	0,000809			
All Reads	ALL	72	198820	1551592	30	0,996388	0,0008			
All Reads	ALL	73	194426	1494182	30	0,981206	0,000803			
All Reads	ALL	74	181503	1378751	30	0,969869	0,000826			
All Reads	ALL	75	164240	1233897	30	0,959204	0,000864			
All Reads	ALL	76	144413	1066254	29	0,942682	0,000913			
All Reads	ALL	77	121484	878721	29	0,923513	0,000985			
All Reads	ALL	78	97751	694698	29	0,907373	0,001089			
All Reads	ALL	79	75238	524401	28	0,889892	0,001229			
All Reads	ALL	80	55930	382312	28	0,872738	0,001411			
All Reads	ALL	81	39429	264449	27	0,856322	0,001665			
All Reads	ALL	82	27989	183664	26	0,837814	0,001955			
All Reads	ALL	83	19484	126036	26	0,8259	0,002326			
All Reads	ALL	84	12074	75333	25	0,796609	0,002902			
All Reads	ALL	85	6953	43015	25	0,789875	0,003808			
All Reads	ALL	86	3852	23387	24	0,775174	0,005069			
All Reads	ALL	87	1787	10300	24	0,735908	0,007251			
All Reads	ALL	88	844	4657	23	0,70449	0,010323			
All Reads	ALL	89	308	1552	22	0,643357	0,016331			
All Reads	ALL	90	49	214	22	0,557607	0,038117			
All Reads	ALL	91	9	58	18	0,822804	0,108039			
All Reads	ALL	92	5	21	24	0,536241	0,117017			
All Reads	ALL	93	4	8	28	0,255353	0,090281			
All Reads	ALL	94	0	0	0	0	0			
All Reads	ALL	95	0	0	0	0	0			
All Reads	ALL	96	0	0	0	0	0			
All Reads	ALL	97	0	0	0	0	0			
All Reads	ALL	98	0	0	0	0	0			
All Reads	ALL	99	0	0	0	0	0			
All Reads	ALL	100	0	0	0	0	0			


