#SupplementaryAlignments        0	#SupplementaryAlignments        0	#SupplementaryAlignments        0	#SupplementaryAlignments        0
SupplementaryAlignmentFraction  0	SupplementaryAlignmentFraction  0	SupplementaryAlignmentFraction  0	SupplementaryAlignmentFraction  0
#SplicedAlignments              0	#SplicedAlignments              0	#SplicedAlignments              0	#SplicedAlignments              0
SplicedAlignmentFraction        0	SplicedAlignmentFraction        0	SplicedAlignmentFraction        0	SplicedAlignmentFraction        0
#Pairs                          0	#Pairs                          0	#Pairs                          0	#Pairs                          134944
#MappedPairs                    0	#MappedPairs                    0	#MappedPairs                    0	#MappedPairs                    98647
MappedPairsFraction             0	MappedPairsFraction             0	MappedPairsFraction             0	MappedPairsFraction             0.731022
#MappedSameChr                  0	#MappedSameChr                  0	#MappedSameChr                  0	#MappedSameChr                  98647
MappedSameChrFraction           0	MappedSameChrFraction           0	MappedSameChrFraction           0	MappedSameChrFraction           0.731022
#MappedProperPair               0	#MappedProperPair               0	#MappedProperPair               0	#MappedProperPair               82671
MappedProperFraction            0	MappedProperFraction            0	MappedProperFraction            0	MappedProperFraction            0.612632
#ReferenceBp                    4641652	#ReferenceBp                    4215606	#ReferenceBp                    6504659	#ReferenceBp                    2696980
#ReferenceNs                    0	#ReferenceNs                    0	#ReferenceNs                    0	#ReferenceNs                    0
#AlignedBases                   1428826884	#AlignedBases                   7850195273	#AlignedBases                   61615838	#AlignedBases                   19110148
#MatchedBases                   1426954577	#MatchedBases                   7841655354	#MatchedBases                   60755082	#MatchedBases                   18298351
MatchRate                       0.99869	MatchRate                       0.998912	MatchRate                       0.98603	MatchRate                       0.95752
#MismatchedBases                1872307	#MismatchedBases                8539919	#MismatchedBases                860756	#MismatchedBases                811797
MismatchRate                    0.00131038	MismatchRate                    0.00108786	MismatchRate                    0.0139697	MismatchRate                    0.0424799
#DeletionsCigarD                42982	#DeletionsCigarD                244997	#DeletionsCigarD                14153	#DeletionsCigarD                17211
DeletionRate                    3.0082e-05	DeletionRate                    3.1209e-05	DeletionRate                    0.000229697	DeletionRate                    0.000900621
HomopolymerContextDel           0.247452	HomopolymerContextDel           0.381576	HomopolymerContextDel           0.244895	HomopolymerContextDel           0.0689675
#InsertionsCigarI               77829	#InsertionsCigarI               495399	#InsertionsCigarI               10709	#InsertionsCigarI               12270
InsertionRate                   5.44706e-05	InsertionRate                   6.31066e-05	InsertionRate                   0.000173803	InsertionRate                   0.000642067
HomopolymerContextIns           0.373987	HomopolymerContextIns           0.510887	HomopolymerContextIns           0.171911	HomopolymerContextIns           0.0469438
#SoftClippedBases               0	#SoftClippedBases               0	#SoftClippedBases               0	#SoftClippedBases               173566
SoftClipRate                    0	SoftClipRate                    0	SoftClipRate                    0	SoftClipRate                    0.0090824
#HardClippedBases               0	#HardClippedBases               0	#HardClippedBases               0	#HardClippedBases               0
HardClipRate                    0	HardClipRate                    0	HardClipRate                    0	HardClipRate                    0
ErrorRate                       0.00139493	ErrorRate                       0.00118218	ErrorRate                       0.0143732	ErrorRate                       0.053105
MedianReadLength                76	MedianReadLength                76	MedianReadLength                76	MedianReadLength                76:76
DefaultLibraryLayout            0	DefaultLibraryLayout            0	DefaultLibraryLayout            0	DefaultLibraryLayout            2
MedianInsertSize                0	MedianInsertSize                0	MedianInsertSize                0	MedianInsertSize                394
MedianCoverage                  275	MedianCoverage                  1819	MedianCoverage                  5	MedianCoverage                  2
SDCoverage                      34.1431	SDCoverage                      67.4328	SDCoverage                      67.181	SDCoverage                      161.783
CoveredBp                       4637307	CoveredBp                       4083571	CoveredBp                       6083973	CoveredBp                       2276609
FractionCovered                 0.999064	FractionCovered                 0.968679	FractionCovered                 0.935325	FractionCovered                 0.844133
BpCov1ToCovNRatio               0	BpCov1ToCovNRatio               0.000112647	BpCov1ToCovNRatio               0.0881002	BpCov1ToCovNRatio               0.281628
BpCov1ToCov2Ratio               0	BpCov1ToCov2Ratio               1.57534	BpCov1ToCov2Ratio               0.76494	BpCov1ToCov2Ratio               1.14669
MedianMAPQ                      42	MedianMAPQ                      42	MedianMAPQ                      42	MedianMAPQ                      1
