DeletionRate                    2.69941e-05	DeletionRate                    3.00526e-05	DeletionRate                    2.50555e-05	DeletionRate                    2.50126e-05
HomopolymerContextDel           0.25128	HomopolymerContextDel           0.353739	HomopolymerContextDel           0.218333	HomopolymerContextDel           0.329915
#InsertionsCigarI               96984	#InsertionsCigarI               80312	#InsertionsCigarI               189880	#InsertionsCigarI               788145
InsertionRate                   9.64306e-05	InsertionRate                   0.0001482	InsertionRate                   5.52366e-05	InsertionRate                   0.000206261
HomopolymerContextIns           0.617133	HomopolymerContextIns           0.753524	HomopolymerContextIns           0.430087	HomopolymerContextIns           0.376844
#SoftClippedBases               0	#SoftClippedBases               0	#SoftClippedBases               0	#SoftClippedBases               2034346
SoftClipRate                    0	SoftClipRate                    0	SoftClipRate                    0	SoftClipRate                    0.000532396
#HardClippedBases               0	#HardClippedBases               0	#HardClippedBases               0	#HardClippedBases               0
HardClipRate                    0	HardClipRate                    0	HardClipRate                    0	HardClipRate                    0
ErrorRate                       0.00134815	ErrorRate                       0.00140796	ErrorRate                       0.00126691	ErrorRate                       0.00167373
MedianReadLength                76	MedianReadLength                76	MedianReadLength                76	MedianReadLength                76:76
DefaultLibraryLayout            0	DefaultLibraryLayout            0	DefaultLibraryLayout            0	DefaultLibraryLayout            2
MedianInsertSize                0	MedianInsertSize                0	MedianInsertSize                0	MedianInsertSize                409
MedianCoverage                  210	MedianCoverage                  122	MedianCoverage                  521	MedianCoverage                  1335
SDCoverage                      19.2001	SDCoverage                      21.3541	SDCoverage                      26.9876	SDCoverage                      71.9917
CoveredBp                       4637311	CoveredBp                       4082229	CoveredBp                       6335465	CoveredBp                       2696980
FractionCovered                 0.999065	FractionCovered                 0.968361	FractionCovered                 0.973989	FractionCovered                 1
BpCov1ToCovNRatio               1.5095e-06	BpCov1ToCovNRatio               3.16004e-05	BpCov1ToCovNRatio               5.12985e-05	BpCov1ToCovNRatio               1.11236e-06
BpCov1ToCov2Ratio               3.5	BpCov1ToCov2Ratio               1.5	BpCov1ToCov2Ratio               1.90058	BpCov1ToCov2Ratio               1.5
MedianMAPQ                      42	MedianMAPQ                      42	MedianMAPQ                      42	MedianMAPQ                      44
