ErrorRate                       0.0019895	ErrorRate                       0.00204518	ErrorRate                       0.00188553	ErrorRate                       0.00191061
MedianReadLength                76:76	MedianReadLength                76:76	MedianReadLength                76:76	MedianReadLength                76:76
DefaultLibraryLayout            2	DefaultLibraryLayout            2	DefaultLibraryLayout            2	DefaultLibraryLayout            2
MedianInsertSize                421	MedianInsertSize                418	MedianInsertSize                432	MedianInsertSize                434
MedianCoverage                  352	MedianCoverage                  162	MedianCoverage                  665	MedianCoverage                  1012
SDCoverage                      28.589	SDCoverage                      64.008	SDCoverage                      38.7627	SDCoverage                      84.7779
CoveredBp                       4637248	CoveredBp                       4085126	CoveredBp                       6340059	CoveredBp                       2696980
FractionCovered                 0.999051	FractionCovered                 0.969048	FractionCovered                 0.974695	FractionCovered                 1
BpCov1ToCovNRatio               6.46935e-07	BpCov1ToCovNRatio               0.000402925	BpCov1ToCovNRatio               0.000189588	BpCov1ToCovNRatio               0
BpCov1ToCov2Ratio               3	BpCov1ToCov2Ratio               1.73629	BpCov1ToCov2Ratio               2.05822	BpCov1ToCov2Ratio               -nan
MedianMAPQ                      44	MedianMAPQ                      44	MedianMAPQ                      44	MedianMAPQ                      44
