#MappedPairs                    12778616	#MappedPairs                    47749429	#MappedPairs                    1037357	#MappedPairs                    194661
MappedPairsFraction             0.995382	MappedPairsFraction             0.999031	MappedPairsFraction             0.929941	MappedPairsFraction             0.793744
#MappedSameChr                  12778616	#MappedSameChr                  47749429	#MappedSameChr                  1037357	#MappedSameChr                  194661
MappedSameChrFraction           0.995382	MappedSameChrFraction           0.999031	MappedSameChrFraction           0.929941	MappedSameChrFraction           0.793744
#MappedProperPair               9342040	#MappedProperPair               35127611	#MappedProperPair               730851	#MappedProperPair               141525
MappedProperFraction            0.727692	MappedProperFraction            0.734953	MappedProperFraction            0.655173	MappedProperFraction            0.577078
#ReferenceBp                    4641652	#ReferenceBp                    4215606	#ReferenceBp                    6504659	#ReferenceBp                    2696980
#ReferenceNs                    0	#ReferenceNs                    0	#ReferenceNs                    0	#ReferenceNs                    0
#AlignedBases                   1965318597	#AlignedBases                   7315132218	#AlignedBases                   166761066	#AlignedBases                   35237356
#MatchedBases                   1963014441	#MatchedBases                   7309501989	#MatchedBases                   165022337	#MatchedBases                   34141053
MatchRate                       0.998828	MatchRate                       0.99923	MatchRate                       0.989574	MatchRate                       0.968888
#MismatchedBases                2304156	#MismatchedBases                5630229	#MismatchedBases                1738729	#MismatchedBases                1096303
MismatchRate                    0.00117241	MismatchRate                    0.000769669	MismatchRate                    0.0104265	MismatchRate                    0.031112
#DeletionsCigarD                78003	#DeletionsCigarD                219094	#DeletionsCigarD                31913	#DeletionsCigarD                22948
DeletionRate                    3.96897e-05	DeletionRate                    2.99508e-05	DeletionRate                    0.00019137	DeletionRate                    0.000651241
HomopolymerContextDel           0.167968	HomopolymerContextDel           0.338727	HomopolymerContextDel           0.196252	HomopolymerContextDel           0.0640579
#InsertionsCigarI               506226	#InsertionsCigarI               1868484	#InsertionsCigarI               57356	#InsertionsCigarI               20246
InsertionRate                   0.00025758	InsertionRate                   0.000255427	InsertionRate                   0.000343941	InsertionRate                   0.000574561
HomopolymerContextIns           0.247947	HomopolymerContextIns           0.338587	HomopolymerContextIns           0.152486	HomopolymerContextIns           0.0959696
#SoftClippedBases               1203470	#SoftClippedBases               3684890	#SoftClippedBases               441108	#SoftClippedBases               237346
SoftClipRate                    0.000612354	SoftClipRate                    0.000503735	SoftClipRate                    0.00264515	SoftClipRate                    0.00673564
#HardClippedBases               0	#HardClippedBases               0	#HardClippedBases               0	#HardClippedBases               0
HardClipRate                    0	HardClipRate                    0	HardClipRate                    0	HardClipRate                    0
ErrorRate                       0.00208203	ErrorRate                       0.00155878	ErrorRate                       0.0136069	ErrorRate                       0.0390734
MedianReadLength                76:76	MedianReadLength                76:76	MedianReadLength                76:76	MedianReadLength                76:76
DefaultLibraryLayout            2	DefaultLibraryLayout            2	DefaultLibraryLayout            2	DefaultLibraryLayout            2
MedianInsertSize                434	MedianInsertSize                432	MedianInsertSize                440	MedianInsertSize                432
MedianCoverage                  401	MedianCoverage                  1727	MedianCoverage                  18	MedianCoverage                  7
SDCoverage                      25.6627	SDCoverage                      52.3249	SDCoverage                      54.2966	SDCoverage                      158.655
CoveredBp                       4637251	CoveredBp                       4088751	CoveredBp                       6336869	CoveredBp                       2675892
FractionCovered                 0.999052	FractionCovered                 0.969908	FractionCovered                 0.974205	FractionCovered                 0.992181
BpCov1ToCovNRatio               6.46935e-07	BpCov1ToCovNRatio               5.74748e-05	BpCov1ToCovNRatio               0.000739324	BpCov1ToCovNRatio               0.0285841
BpCov1ToCov2Ratio               1.5	BpCov1ToCov2Ratio               0.667614	BpCov1ToCov2Ratio               0.374112	BpCov1ToCov2Ratio               0.494377
MedianMAPQ                      44	MedianMAPQ                      44	MedianMAPQ                      44	MedianMAPQ                      44
